gene_id	product	subfamily	Cold_LFC	Cold_padj	Heat_LFC	Heat_padj	Drought_869_LFC	Drought_869_padj	Salt_NaCl_LFC	Salt_NaCl_padj	Rehydration_LFC	Rehydration_padj	Drought_7d_LFC	Drought_7d_padj	Drought_14d_LFC	Drought_14d_padj	Drought_21d_LFC	Drought_21d_padj	PEG_72h_LFC	PEG_72h_padj	Flooding_LFC	Flooding_padj	Sclerotinia_LFC	Sclerotinia_padj	Orobanche_A_LFC	Orobanche_A_padj	Orobanche_B_LFC	Orobanche_B_padj	Orobanche_C_LFC	Orobanche_C_padj	Orobanche_D_LFC	Orobanche_D_padj	Orobanche_E_LFC	Orobanche_E_padj
LOC110899667	probable aquaporin TIP-type RB7-5A	TIP	0.281115	0.92632	-1.4963	0.311247	4.57195	0.46414	NA	NA	-1.38039	NA	-4.54028	0.00132098	0.097492	0.945365	-3.55026	0.00967483	-0.938399	0.17271	0.40941	0.308525	-0.36984	0.799811	0.102332	0.936791	-1.26805	0.0111864	-0.743108	0.153003	-0.516072	0.353418	-1.2585	0.00730212
LOC110908730	aquaporin SIP1-2	SIP	-0.340805	0.52722	0.103296	0.597952	0.33577	0.549194	0.720358	0.000857184	0.0379175	0.983776	0.55318	0.0282153	0.884416	0.000117161	0.0144082	0.973738	0.103899	0.701651	-0.00480436	0.978919	-0.157311	0.359517	-0.119317	0.758308	-0.526111	0.00822338	-0.105167	0.674569	-0.461987	0.0174064	-0.609092	0.000978933
LOC110905693	probable aquaporin NIP-type	NIP	NA	NA	NA	NA	NA	NA	1.64999	0.355143	NA	NA	0.424221	0.802387	4.25806	0.000111589	3.41727	0.0062969	0.988225	0.235216	0.163969	NA	-1.80116	1.66128e-06	0.111731	NA	-0.228898	NA	-1.02709	NA	-0.0531432	NA	1.03649	NA
LOC110904303	aquaporin PIP2-2	PIP	1.70583	0.000752107	0.821279	0.000144653	0.143793	0.860127	0.0764768	0.723486	0.046484	0.972871	0.193698	0.487262	0.258618	0.294518	-1.00458	1.87052e-05	-0.593665	7.81969e-06	-0.143402	0.19065	0.419056	0.173341	-0.275485	0.34617	-0.656756	0.00107183	0.272658	0.213283	-0.178823	0.452699	-0.569514	0.00297756
LOC110904457	probable aquaporin PIP2-4	PIP	3.12659	1.41438e-06	0.755022	0.564129	1.35337	0.36709	-2.18608	1.06448e-08	-0.0904404	0.983776	-1.21153	0.00926276	-2.88007	1.40719e-11	-1.71966	0.000278805	-0.831789	0.111586	-0.380292	0.0188491	1.16052	0.00469873	0.540112	0.272439	-1.61214	9.97795e-07	0.0692126	0.896034	-0.568141	0.128131	-1.45529	6.5244e-06
LOC110904450	probable aquaporin PIP2-4	PIP	3.19791	3.61068e-08	-1.56458	0.18866	1.49447	0.695034	1.46838	0.0140243	-0.508324	0.884659	-1.36842	0.00183058	-1.53443	0.000245136	-0.793006	0.123733	-0.456118	0.399989	0.0338132	0.934761	0.338371	0.417297	0.77831	0.0653261	-0.639742	0.0899874	0.233782	0.595551	0.489635	0.198149	-0.558336	0.131114
LOC110904451	probable aquaporin PIP2-4	PIP	3.24166	3.03445e-10	-0.965314	0.393587	1.26551	0.394691	1.45688	0.0547166	-0.135968	0.9783	-0.3468	0.663949	-1.96245	0.00136774	-1.46497	0.0355317	-0.248194	0.678927	0.486544	0.0931832	NA	NA	0.125748	0.87576	-1.39808	1.4712e-05	0.103907	0.830882	0.185105	0.677134	-1.00185	0.0018421
LOC110868884	probable aquaporin PIP2-5	PIP	4.02342	3.38784e-41	1.20369	0.0238334	0.385341	0.845076	1.13289	0.00253355	0.788524	0.317502	-2.56705	7.24419e-08	-2.29559	9.69045e-07	-0.174314	0.828578	-1.67315	1.01379e-08	0.223682	0.1038	-0.0417207	0.903634	0.113798	0.848941	-0.26293	0.411436	-0.259565	0.397548	-0.130235	0.713653	-0.69515	0.00630507
LOC110904925	probable aquaporin PIP1-4	PIP	4.12054	2.98204e-06	-1.23471	0.36026	1.80906	0.85841	1.68878	0.00444781	-1.01589	0.631553	1.33774	0.0757167	1.54903	0.026475	-1.37613	0.093741	1.28352	0.174817	-0.222038	0.597459	-0.0446349	0.950511	-0.262259	0.821984	-1.6646	0.0019961	0.237148	0.744236	0.950987	0.0872857	-1.18661	0.0249537
LOC110906290	probable aquaporin TIP5-1	TIP	4.02478	0.0260081	2.08303	0.114371	1.31946	NA	NA	NA	0.257044	NA	1.65902	0.019881	0.392758	0.632067	0.212733	0.857518	-1.05141	NA	-0.267497	0.654981	0.477124	0.827814	1.29259	NA	0.471791	NA	1.94552	NA	0.470524	NA	1.69405	NA
LOC110911072	aquaporin NIP2-1	NIP	5.34836	0.00281695	1.43168	0.0810535	0.851505	0.876741	-1.63896	0.295429	-0.114997	NA	1.35016	0.127563	-2.98229	0.0046811	-0.775864	0.507781	0.785861	0.0110129	-0.84126	0.148976	1.58696	NA	-0.107867	0.966969	3.2373	0.000120173	3.36078	6.68959e-05	2.28699	0.00809106	4.09604	1.56183e-07
LOC110886457	aquaporin NIP2-1	NIP	2.0775	2.32305e-16	-1.33869	0.0191867	0.12089	0.956276	-3.03688	2.30518e-18	0.010923	0.997996	-0.93229	0.114548	-1.99194	0.000124287	-0.65343	0.349912	-0.677826	0.365974	-0.0310633	0.929794	0.476952	0.0523701	-0.0922477	0.970176	-0.345687	0.784385	0.531574	0.618783	-0.713594	0.491371	-0.14114	0.914182
LOC110911125	aquaporin NIP2-1	NIP	0.341411	0.422084	-1.08878	4.6405e-06	0.0188083	0.991158	1.40013	2.17896e-17	-0.321257	0.65919	1.13949	0.0162756	1.5813	0.00032451	0.188577	0.79881	-0.144042	0.554977	0.137864	0.515937	0.78421	1.88005e-06	0.290104	0.609851	2.17805	6.87691e-15	0.574821	0.0916064	0.782759	0.0160809	0.875948	0.00491505
LOC110911759	aquaporin NIP1-1	NIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.0377	0.177328	0.825673	0.00984526	NA	NA	-1.33361	0.196491	-1.7118	0.036057	-1.39034	0.0864181	-1.47707	0.0648759	-2.09445	0.00558669
LOC110911761	aquaporin NIP1-1	NIP	1.09339	0.000172448	-2.87152	1.04395e-26	0.4439	0.840311	0.207966	0.729529	-0.400799	0.686408	-0.333622	0.668306	-2.12003	0.000258494	-1.52104	0.0231772	-0.640937	0.326344	-0.308517	0.161195	-0.572785	0.000196522	0.632221	0.60562	-1.56451	0.0393932	-1.62924	0.0272117	-0.549152	0.526611	-1.0833	0.15678
LOC110913792	aquaporin NIP1-1	NIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.198955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC110914202	nodulin-26	NIP	NA	NA	2.23393	NA	NA	NA	NA	NA	NA	NA	1.92662	0.39778	0.879305	0.707169	-2.14855	NA	-0.542118	0.652623	-1.06013	NA	NA	NA	1.03444	NA	0.953518	NA	2.21174	NA	0.403108	NA	1.05618	NA
LOC110912639	probable aquaporin TIP3-2	TIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.4804	0.0558856	-0.0011499	0.999363	-3.39055	0.0130623	1.92982	1.4213e-05	1.50376	0.00079589	NA	NA	0.00980767	0.998191	0.233647	0.823322	-0.652192	0.449053	0.167623	0.871844	0.266478	0.784293
LOC110880175	aquaporin TIP2-1	TIP	1.63338	2.25336e-15	-0.108691	0.89691	-0.082352	0.986984	-0.81418	0.00781544	0.962794	0.113114	-4.39877	5.48584e-09	-5.33163	5.08778e-13	0.564249	0.618147	-3.26316	1.0489e-08	0.0291312	0.865302	0.672922	0.0215209	0.0491363	0.947148	-0.353703	0.249157	-0.545436	0.0489618	-0.282563	0.359341	-0.944611	0.000157033
LOC110916291	probable aquaporin TIP-type RB7-5A	TIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.01933	0.134562	0.20249	0.751013	NA	NA	-0.241396	0.84872	-0.26933	0.735209	-0.998099	0.0884427	-0.685858	0.269904	-2.00347	0.000114001
LOC110916097	probable aquaporin TIP-type	TIP	2.12279	0.000544098	0.530553	0.522211	-0.0883029	0.985386	0.00360267	0.995832	0.439302	0.850543	-3.11277	2.58536e-06	-4.77649	5.56549e-13	-1.46653	0.0519795	-1.54917	0.000728922	0.172933	0.553517	-1.44187	1.09011e-07	-0.321299	0.701263	-1.07422	0.0193157	-1.27465	0.00387646	-0.865485	0.0573556	-2.09671	1.6589e-07
LOC110937771	aquaporin TIP3-1	TIP	NA	NA	2.36725	0.0793668	1.59856	0.85654	5.58714	0.000447592	0.323543	0.983841	5.22568	1.14116e-08	7.04666	1.86657e-15	2.31856	0.0356067	-0.875926	NA	0.775991	NA	0.944112	0.615987	-0.387335	NA	-0.0196661	NA	1.2192	NA	-0.537771	NA	0.780072	NA
LOC110923014	aquaporin PIP1-3	PIP	-0.761033	0.00697739	-0.2606	0.254517	0.0799615	0.981466	-0.25792	0.334908	-0.0908745	0.940427	-0.145551	0.648835	-0.100101	0.739581	-0.559903	0.0467648	-0.114845	0.418118	-0.0893532	0.554422	0.242564	0.443588	-0.152417	0.766875	0.292769	0.323585	0.715683	0.00460932	0.459542	0.0805683	0.490426	0.0554232
LOC110926365	probable aquaporin NIP5-1	NIP	3.27553	2.10086e-07	0.68211	0.479453	0.393434	0.849876	0.545926	0.129697	-0.04066	0.983841	-2.57681	0.000125529	-2.72592	2.72244e-05	-2.04539	0.00533831	-0.456862	0.323092	-0.450557	9.00316e-05	0.275951	0.468458	-0.712859	0.0513126	-0.40727	0.248357	0.494694	0.13164	0.543106	0.0921626	0.466639	0.156384
LOC110921506	probable aquaporin NIP5-1	NIP	3.73247	0.000151575	2.80757	0.141034	1.21993	0.842013	-0.691428	0.624469	-1.53361	0.528146	-3.3986	0.000713414	-2.5151	0.00737665	-1.78966	0.106441	-0.0662725	0.931496	0.0630572	0.868968	-0.493426	0.608076	-0.672826	0.0148683	-0.400099	0.140723	0.509368	0.0454273	0.437617	0.0898567	-0.239124	0.409002
LOC110925968	aquaporin PIP2-7	PIP	-2.74256	0.00880023	-0.0232977	0.982201	-0.3443	0.917857	-3.28506	1.97337e-12	1.1313	0.1522	-4.06244	7.63306e-06	-5.73928	5.9249e-11	-0.15975	0.92254	-3.8967	6.96457e-08	-0.182362	0.264333	0.97948	2.76751e-05	-0.831817	0.00887812	-0.842436	0.00426296	-0.0412881	0.926119	-0.612085	0.0382544	-0.123104	0.758677
LOC110923973	aquaporin NIP2-2	NIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.9079	NA	-1.41304	NA	-2.02431	NA	-1.28527	0.00138824	1.19883	0.000662121	NA	NA	-1.78319	0.189517	-0.202724	0.897756	0.512102	0.681284	1.94348	0.0417524	2.15138	0.0194118
LOC110884547	aquaporin NIP2-1	NIP	8.59959	4.06124e-08	-1.17277	NA	0.308771	0.983826	1.69065	0.392499	0.482244	0.9711	-1.26014	0.0968724	-2.3351	0.000578418	-1.3255	0.106136	1.13859	0.154707	-0.34974	0.398609	0.924841	0.14453	-0.465676	0.825369	-1.4107	0.202728	-0.618536	0.610568	-1.88281	0.0695153	-0.097762	0.949208
LOC110884546	aquaporin NIP2-2	NIP	5.02705	0.000844685	-4.49556	0.00145111	-1.18246	0.907205	1.90277	0.249654	1.03318	NA	-2.95975	0.00522804	-5.93972	1.40533e-08	-0.87183	0.541979	-0.141986	0.912084	-0.0912622	0.847032	0.18966	0.832503	-0.729441	NA	-1.77216	NA	1.01441	NA	-1.84167	NA	-0.707696	NA
LOC110921437	probable aquaporin NIP-type	NIP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.503278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
