ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	contrast	ontology
GO:0006576	cellular biogenic amine metabolic process	24/3310	44/11533	0.000279614640306057	0.0062928657510638	0.00530119601459373	AT4G29720/AT4G35220/AT1G75500/AT1G32640/AT3G18000/AT2G40000/AT5G15950/AT5G05730/AT4G31500/AT5G53120/AT1G80360/AT5G19530/AT1G56430/AT5G48220/AT3G55870/AT3G02470/AT3G25570/AT4G34710/AT5G08170/AT5G64440/AT4G34410/AT4G08900/AT2G43020/AT4G39950	24	869:salt	BP
GO:0009686	gibberellin biosynthetic process	15/3310	23/11533	0.000295552376112786	0.0065792528943368	0.00554245245364824	AT4G25420/AT4G21200/AT5G25900/AT4G32980/AT1G68320/AT2G20180/AT1G02400/AT2G36690/AT1G15550/AT1G78440/AT4G02780/AT3G26790/AT1G30040/AT1G79460/AT2G32440	15	869:salt	BP
GO:0010119	regulation of stomatal movement	36/3310	75/11533	0.00030122433336269	0.00663341327663215	0.00558807789905432	AT3G05030/AT2G40820/AT3G45780/AT2G18960/AT5G22920/AT3G11820/AT3G59780/AT2G05100/AT3G16640/AT5G49760/AT1G30270/AT1G69850/AT4G22790/AT1G64060/AT4G33050/AT4G03560/AT5G03280/AT3G56400/AT5G55630/AT5G54270/AT5G57050/AT5G13750/AT5G20090/AT2G21660/AT4G22330/AT1G65480/AT2G40750/AT2G17290/AT3G50310/AT5G23060/AT1G69530/AT1G62400/AT2G20890/AT3G01500/AT4G20940/AT2G46370	36	869:salt	BP
GO:0005996	monosaccharide metabolic process	43/3310	94/11533	0.000315077877736	0.0067729186035254	0.00570559909086047	AT3G08590/AT3G54050/AT1G09340/AT1G07110/AT3G59480/AT2G36460/AT5G61410/AT4G29130/AT5G51830/AT4G26260/AT2G28760/AT1G42970/AT4G26850/AT1G43670/AT4G37870/AT3G62830/AT1G63180/AT2G45790/AT3G46440/AT1G47840/AT4G38970/AT3G55800/AT1G19570/AT3G26720/AT3G10740/AT5G35790/AT5G55120/AT4G26530/AT1G79530/AT1G56190/AT5G28840/AT3G17940/AT2G21330/AT5G64860/AT2G39770/AT5G13980/AT5G15650/AT1G30620/AT2G01140/AT5G66150/AT4G10960/AT5G40760/AT1G12900	43	869:salt	BP
GO:0048528	post-embryonic root development	47/3310	105/11533	0.000316404551824365	0.0067729186035254	0.00570559909086047	AT2G38120/AT3G20860/AT4G29040/AT3G07390/AT1G12110/AT5G47040/AT3G16640/AT3G63420/AT3G28860/AT5G45710/AT4G08920/AT5G55230/AT1G56010/AT2G42590/AT3G18000/AT1G31880/AT1G13260/AT4G38630/AT5G05730/AT1G32080/AT4G13510/AT3G07360/AT1G19220/AT5G49660/AT1G21410/AT1G71090/AT1G64520/AT1G18800/AT2G42490/AT5G47390/AT3G54010/AT4G34460/AT1G49430/AT5G56580/AT1G60940/AT1G55020/AT1G08090/AT3G18830/AT2G22670/AT2G04160/AT4G16780/AT4G14550/AT5G19790/AT5G40770/AT4G24670/AT5G13080/AT1G10370	47	869:salt	BP
GO:0008219	cell death	57/3310	133/11533	0.000317480559540253	0.0067729186035254	0.00570559909086047	AT4G23130/AT2G26560/AT3G48090/AT4G17720/AT5G04870/AT3G11820/AT3G13610/AT4G31300/AT1G02170/AT5G15410/AT5G10530/AT5G54250/AT1G32540/AT4G29130/AT5G47910/AT3G25250/AT1G29340/AT1G28380/AT4G03110/AT5G48030/AT4G08920/AT3G50930/AT5G23670/AT1G64060/AT4G16660/AT5G13190/AT2G41560/AT1G47870/AT4G37990/AT5G03280/AT3G46510/AT4G35090/AT3G46530/AT1G13680/AT5G61910/AT1G02860/AT3G52430/AT4G37930/AT3G12920/AT3G44880/AT5G12080/AT2G01290/AT5G10380/AT4G20380/AT1G32210/AT5G24360/AT1G08450/AT3G54420/AT3G01420/AT1G29690/AT1G08860/AT3G50260/AT2G31170/AT4G35350/AT3G16770/AT1G73260/AT1G19250	57	869:salt	BP
GO:0016101	diterpenoid metabolic process	21/3310	37/11533	0.000322774548061604	0.00681486880855841	0.00574093851625577	AT1G61120/AT5G23960/AT1G78620/AT4G25420/AT4G21200/AT5G25900/AT4G32980/AT1G68320/AT5G58660/AT3G25830/AT2G20180/AT1G02400/AT2G36690/AT1G15550/AT1G78440/AT3G25810/AT4G02780/AT3G26790/AT1G30040/AT1G79460/AT2G32440	21	869:salt	BP
GO:0046777	protein autophosphorylation	61/3310	145/11533	0.000365014192528286	0.00762805169691764	0.006425974882426	AT3G45780/AT5G58350/AT4G28650/AT3G51550/AT5G04870/AT2G11520/AT4G32300/AT5G49760/AT1G77720/AT2G30040/AT2G46700/AT4G00720/AT1G07650/AT4G04720/AT4G08920/AT1G11050/AT5G18910/AT4G13000/AT5G58140/AT1G70520/AT1G70530/AT1G08650/AT2G40120/AT5G38990/AT1G73500/AT5G54380/AT3G10660/AT5G28680/AT1G16130/AT2G23200/AT3G50530/AT1G71830/AT3G06030/AT3G14840/AT1G16670/AT1G56130/AT4G08500/AT1G09000/AT3G46290/AT3G24550/AT5G39000/AT2G03890/AT1G76040/AT5G66850/AT5G19450/AT1G75820/AT3G04530/AT3G51850/AT5G14640/AT2G17290/AT1G29750/AT3G09010/AT4G05150/AT3G21630/AT3G50310/AT1G74740/AT1G62400/AT4G26890/AT5G45800/AT4G35310/AT1G67840	61	869:salt	BP
GO:0045087	innate immune response	56/3310	131/11533	0.000385571099207459	0.0079446833527601	0.00669270971174641	AT4G29040/AT1G48410/AT2G26560/AT3G48090/AT3G18690/AT4G17720/AT3G11820/AT4G31300/AT5G15410/AT5G54250/AT3G16030/AT1G32540/AT5G47070/AT2G23770/AT2G28550/AT1G29340/AT1G28380/AT4G03110/AT3G50930/AT2G45180/AT4G11850/AT2G02220/AT5G13190/AT4G37990/AT3G51480/AT2G37220/AT3G56400/AT3G46530/AT4G31500/AT2G33580/AT1G17600/AT4G14465/AT1G02860/AT4G34530/AT2G21660/AT4G31550/AT4G37930/AT3G14840/AT5G20320/AT5G23570/AT5G66850/AT4G20380/AT5G05680/AT1G08450/AT3G54420/AT5G50250/AT1G29690/AT3G21630/AT4G39260/AT3G03300/AT2G20580/AT4G21390/AT1G19250/AT4G39950/AT4G03550/AT2G46370	56	869:salt	BP
GO:0072593	reactive oxygen species metabolic process	42/3310	92/11533	0.000388144061314214	0.0079446833527601	0.00669270971174641	AT1G20630/AT1G54410/AT5G62530/AT3G48090/AT5G10530/AT2G05100/AT3G14420/AT1G32540/AT5G47910/AT4G09010/AT2G32010/AT4G08920/AT1G77490/AT1G64060/AT1G79440/AT1G08830/AT1G70520/AT4G34890/AT3G27820/AT5G51720/AT4G35090/AT1G19570/AT1G10170/AT3G52960/AT5G62520/AT4G34460/AT3G52430/AT3G14130/AT4G36730/AT4G20380/AT5G06290/AT4G32320/AT4G33420/AT2G01980/AT1G67080/AT2G43480/AT2G01900/AT2G17420/AT2G20890/AT4G35000/AT2G30950/AT2G46370	42	869:salt	BP
GO:0006006	glucose metabolic process	20/3310	35/11533	0.000395682471670669	0.0079446833527601	0.00669270971174641	AT3G08590/AT3G54050/AT2G36460/AT1G42970/AT4G26850/AT1G43670/AT4G37870/AT4G38970/AT3G55800/AT5G35790/AT5G55120/AT4G26530/AT1G79530/AT1G56190/AT3G17940/AT2G21330/AT5G64860/AT2G01140/AT5G40760/AT1G12900	20	869:salt	BP
GO:0140115	export across plasma membrane	20/3310	35/11533	0.000395682471670669	0.0079446833527601	0.00669270971174641	AT2G18960/AT3G03620/AT1G12950/AT1G58340/AT3G26590/AT3G21690/AT4G25760/AT5G52450/AT4G30190/AT5G44050/AT5G65380/AT4G22790/AT1G31770/AT1G71140/AT5G55630/AT3G42640/AT5G57350/AT1G71870/AT4G23030/AT4G18160	20	869:salt	BP
GO:0009697	salicylic acid biosynthetic process	12/3310	17/11533	0.000414029553556225	0.008204805421447	0.00691184009341675	AT5G03320/AT4G25800/AT5G57580/AT3G09830/AT1G10170/AT5G26920/AT5G62570/AT1G02860/AT3G52430/AT5G22070/AT5G40770/AT1G73805	12	869:salt	BP
GO:0044106	cellular amine metabolic process	26/3310	50/11533	0.00043164004662309	0.008204805421447	0.00691184009341675	AT4G29720/AT4G35220/AT1G75500/AT1G32640/AT3G18000/AT2G40000/AT1G69040/AT5G15950/AT5G05730/AT4G31500/AT5G53120/AT1G80360/AT5G19530/AT1G56430/AT5G48220/AT3G55870/AT4G20380/AT3G02470/AT3G25570/AT4G34710/AT5G08170/AT5G64440/AT4G34410/AT4G08900/AT2G43020/AT4G39950	26	869:salt	BP
GO:0015977	carbon fixation	10/3310	13/11533	0.000435932122200827	0.008204805421447	0.00691184009341675	AT3G54050/AT5G61410/AT1G32060/AT1G42970/AT2G45290/AT3G55800/AT1G76560/AT3G04790/AT1G56190/AT1G12900	10	869:salt	BP
GO:0019685	photosynthesis, dark reaction	10/3310	13/11533	0.000435932122200827	0.008204805421447	0.00691184009341675	AT3G54050/AT5G61410/AT1G32060/AT1G42970/AT2G45290/AT3G55800/AT1G76560/AT3G04790/AT1G56190/AT1G12900	10	869:salt	BP
GO:0071941	nitrogen cycle metabolic process	10/3310	13/11533	0.000435932122200827	0.008204805421447	0.00691184009341675	AT4G24020/AT5G24400/AT5G50950/AT5G37600/AT5G53460/AT1G37130/AT1G77760/AT2G15620/AT5G40850/AT4G08900	10	869:salt	BP
GO:0010196	nonphotochemical quenching	11/3310	15/11533	0.00043668153854381	0.008204805421447	0.00691184009341675	AT4G31530/AT1G44575/AT4G31040/AT1G15820/AT4G03280/AT3G15840/AT5G08050/AT1G56500/AT1G74730/AT4G10340/AT4G18160	11	869:salt	BP
GO:1990066	energy quenching	11/3310	15/11533	0.00043668153854381	0.008204805421447	0.00691184009341675	AT4G31530/AT1G44575/AT4G31040/AT1G15820/AT4G03280/AT3G15840/AT5G08050/AT1G56500/AT1G74730/AT4G10340/AT4G18160	11	869:salt	BP
GO:0006812	cation transport	89/3310	228/11533	0.000445874219363142	0.00830136728414286	0.00699318512474822	AT3G05030/AT3G63380/AT3G51860/AT3G45780/AT2G30080/AT2G18960/AT5G51050/AT1G58340/AT3G58060/AT4G32060/AT4G31040/AT5G15410/AT5G49630/AT5G55470/AT3G12750/AT1G64200/AT4G00630/AT3G13320/AT1G15690/AT4G39080/AT2G21120/AT1G30270/AT1G53210/AT1G01580/AT1G05300/AT4G04640/AT5G59520/AT5G20650/AT4G30190/AT2G40300/AT1G80830/AT2G29120/AT4G09650/AT4G23700/AT1G32450/AT4G00900/AT2G41560/AT2G38170/AT3G07520/AT4G03560/AT2G22500/AT3G51480/AT4G25950/AT3G11050/AT4G13510/AT5G55630/AT3G42640/AT5G11180/AT3G13050/AT4G10310/AT4G23710/AT2G22950/AT4G37640/AT2G23790/AT1G79900/AT4G01840/AT5G03570/AT2G46800/AT1G15520/AT2G29110/AT1G05200/AT5G57350/AT1G78900/AT1G20260/AT5G01490/AT4G16370/AT1G54115/AT2G35060/AT4G32260/AT1G10970/AT5G47100/AT5G06370/AT3G02850/AT2G01980/AT5G17450/AT4G35920/AT5G26820/AT1G19910/AT3G19490/AT5G48410/AT5G36290/AT4G18160/AT1G64150/AT5G46800/AT1G31260/AT3G27020/AT4G22120/AT5G53130/AT2G26975	89	869:salt	BP
GO:0044282	small molecule catabolic process	72/3310	178/11533	0.000464203904422858	0.00856477113745959	0.00721508012659142	AT3G08590/AT2G33150/AT5G09300/AT1G22430/AT1G08110/AT5G61410/AT5G62530/AT3G10050/AT4G33150/AT2G19570/AT1G67280/AT5G65940/AT1G05470/AT2G22780/AT5G18860/AT4G35220/AT4G10490/AT4G29130/AT2G02390/AT4G26260/AT4G10500/AT3G47680/AT1G01710/AT5G07440/AT3G19270/AT1G77120/AT1G32470/AT2G19800/AT4G19230/AT4G33010/AT1G79440/AT2G26230/AT2G37040/AT3G45300/AT2G40000/AT1G06550/AT1G70580/AT5G58660/AT1G50940/AT3G48990/AT1G80360/AT5G24530/AT1G02400/AT1G05620/AT5G53970/AT1G72330/AT4G37930/AT1G78440/AT2G36310/AT2G03800/AT2G01350/AT5G24760/AT1G31190/AT5G38710/AT3G06860/AT3G17940/AT2G26800/AT3G01420/AT5G53580/AT1G11860/AT3G05290/AT4G34710/AT4G13930/AT1G30040/AT3G16170/AT5G55070/AT5G54390/AT4G08900/AT1G64660/AT4G18010/AT4G39950/AT5G36160	72	869:salt	BP
GO:0016102	diterpenoid biosynthetic process	19/3310	33/11533	0.000484419854246435	0.00883161136742337	0.00743986997903315	AT1G61120/AT5G23960/AT4G25420/AT4G21200/AT5G25900/AT4G32980/AT1G68320/AT3G25830/AT2G20180/AT1G02400/AT2G36690/AT1G15550/AT1G78440/AT3G25810/AT4G02780/AT3G26790/AT1G30040/AT1G79460/AT2G32440	19	869:salt	BP
GO:0051156	glucose 6-phosphate metabolic process	16/3310	26/11533	0.000487291056893965	0.00883161136742337	0.00743986997903315	AT2G36460/AT5G61410/AT5G24400/AT4G29130/AT2G45290/AT1G47840/AT4G38970/AT3G04790/AT5G35790/AT5G44520/AT2G01290/AT2G21330/AT2G01140/AT5G13420/AT5G40760/AT1G13700	16	869:salt	BP
GO:0015995	chlorophyll biosynthetic process	27/3310	53/11533	0.000516029149516407	0.00927041840534739	0.00780952701807379	AT3G59400/AT5G58250/AT5G08280/AT5G63570/AT4G26150/AT4G15560/AT4G14690/AT3G22840/AT1G03475/AT2G20570/AT5G54190/AT1G74470/AT5G18660/AT5G50920/AT4G25080/AT1G58290/AT2G20180/AT5G13630/AT3G56940/AT1G78600/AT1G44446/AT2G40490/AT1G03630/AT3G14110/AT5G45930/AT5G40850/AT4G18480	27	869:salt	BP
GO:0006979	response to oxidative stress	110/3310	293/11533	0.000578381912140151	0.0102296001239139	0.00861755479188675	AT3G08640/AT1G71695/AT1G02930/AT1G61120/AT1G11650/AT5G05340/AT5G13650/AT5G59820/AT1G07530/AT1G53540/AT3G03190/AT1G20630/AT5G16970/AT2G18170/AT3G48090/AT1G51400/AT3G13610/AT5G12020/AT1G27730/AT2G19810/AT1G32540/AT3G16670/AT3G12490/AT5G43750/AT5G63160/AT4G09010/AT5G64120/AT3G25250/AT3G53990/AT2G05710/AT1G78380/AT2G40300/AT4G08920/AT1G76080/AT1G77490/AT3G20340/AT1G77120/AT4G11850/AT4G11280/AT1G32640/AT1G31770/AT4G17410/AT5G58070/AT4G23810/AT1G08830/AT1G70520/AT1G77370/AT3G56240/AT2G37040/AT5G03280/AT4G34890/AT5G59080/AT2G40000/AT3G11050/AT3G56400/AT5G13240/AT4G35090/AT4G10090/AT1G19570/AT3G52960/AT1G64750/AT1G75280/AT5G67480/AT2G23140/AT1G72520/AT1G15520/AT2G18980/AT5G20250/AT5G20140/AT4G32551/AT2G26150/AT5G13930/AT5G55120/AT1G09000/AT5G12080/AT5G16990/AT3G03080/AT4G20380/AT3G57520/AT5G06290/AT4G32320/AT3G15360/AT4G11600/AT5G19790/AT4G37530/AT3G01420/AT2G40750/AT4G33420/AT2G01980/AT5G47650/AT4G21870/AT2G43480/AT4G34710/AT5G64940/AT3G50310/AT1G78410/AT2G39770/AT3G14110/AT5G63030/AT4G21860/AT5G01410/AT5G61510/AT1G14540/AT4G35770/AT2G17420/AT1G73260/AT5G25620/AT4G35000/AT5G40390/AT2G46370	110	869:salt	BP
GO:0010207	photosystem II assembly	15/3310	24/11533	0.00057941094451856	0.0102296001239139	0.00861755479188675	AT1G71500/AT4G35250/AT1G05385/AT1G54500/AT1G73060/AT1G79040/AT1G55480/AT3G50820/AT1G16720/AT4G10340/AT3G60370/AT1G02910/AT1G64150/AT2G20890/AT1G03600	15	869:salt	BP
GO:0006970	response to osmotic stress	135/3310	370/11533	0.000596111055364006	0.010421813055822	0.00877947758968559	AT2G47770/AT5G59820/AT1G53540/AT2G38470/AT3G12630/AT3G23490/AT5G25610/AT4G37260/AT5G44640/AT5G62530/AT4G36020/AT1G78080/AT1G58340/AT4G30960/AT5G12020/AT1G27730/AT1G62280/AT1G53300/AT5G40010/AT1G32560/AT3G12490/AT3G23250/AT1G15690/AT5G47910/AT5G59010/AT3G25230/AT2G32010/AT2G34620/AT4G18780/AT1G53210/AT1G28380/AT5G17640/AT5G01520/AT3G55610/AT5G02020/AT4G21440/AT2G41870/AT5G06760/AT3G46550/AT4G19810/AT3G08720/AT5G24030/AT5G65020/AT5G49480/AT3G17510/AT1G44170/AT5G14040/AT2G43000/AT1G77120/AT2G45180/AT1G64060/AT3G55270/AT2G41560/AT2G38170/AT4G17410/AT5G58070/AT3G05700/AT1G08830/AT2G18250/AT5G03280/AT5G60920/AT1G62660/AT3G56400/AT5G23750/AT5G13180/AT1G69310/AT1G20440/AT5G04500/AT4G38630/AT3G12360/AT2G01830/AT5G24660/AT1G10170/AT1G73500/AT5G57050/AT4G10310/AT5G67480/AT1G70170/AT1G45249/AT3G01470/AT1G15100/AT5G62520/AT5G50720/AT1G79900/AT5G46050/AT3G63060/AT1G02820/AT5G26340/AT1G17840/AT2G21660/AT1G54100/AT3G33520/AT3G14440/AT4G08500/AT1G60940/AT4G22330/AT1G06040/AT5G11150/AT4G29810/AT3G49210/AT5G24270/AT2G04240/AT5G66880/AT5G38710/AT5G12380/AT1G55760/AT2G44450/AT3G03740/AT3G23940/AT4G20260/AT2G40750/AT5G51110/AT5G24090/AT3G06190/AT2G01980/AT4G21870/AT5G14640/AT4G34710/AT4G35920/AT5G40770/AT3G50310/AT5G67300/AT5G67590/AT2G39770/AT3G19490/AT5G01410/AT5G45800/AT2G37770/AT2G01900/AT2G18190/AT1G10370/AT1G74520/AT2G03440/AT2G17840/AT5G13170	135	869:salt	BP
GO:0098655	cation transmembrane transport	64/3310	156/11533	0.000600475556927245	0.010421813055822	0.00877947758968559	AT3G05030/AT3G63380/AT3G51860/AT3G45780/AT2G30080/AT2G18960/AT5G51050/AT3G58060/AT4G32060/AT4G31040/AT5G55470/AT3G12750/AT1G64200/AT4G00630/AT3G13320/AT1G15690/AT4G39080/AT1G30270/AT1G53210/AT1G05300/AT4G04640/AT5G59520/AT5G20650/AT4G30190/AT1G80830/AT4G09650/AT1G32450/AT4G00900/AT2G41560/AT2G38170/AT2G22500/AT4G25950/AT4G13510/AT5G55630/AT3G42640/AT4G10310/AT4G23710/AT2G22950/AT4G37640/AT2G23790/AT1G79900/AT4G01840/AT5G03570/AT2G46800/AT5G57350/AT1G78900/AT1G20260/AT5G01490/AT2G35060/AT4G32260/AT1G10970/AT5G47100/AT3G02850/AT2G01980/AT4G35920/AT5G26820/AT1G19910/AT5G36290/AT4G18160/AT1G64150/AT5G46800/AT1G31260/AT3G27020/AT2G26975	64	869:salt	BP
GO:0009914	hormone transport	41/3310	91/11533	0.000631822150011502	0.0108737122959963	0.00916016367862762	AT2G38120/AT2G36910/AT1G28230/AT1G12110/AT4G30960/AT3G63420/AT3G28860/AT1G15690/AT1G17500/AT4G08920/AT1G75500/AT1G31770/AT4G31820/AT1G73590/AT1G31880/AT5G03280/AT1G70940/AT4G38430/AT5G56750/AT4G10090/AT5G13750/AT1G71090/AT1G78100/AT3G62150/AT3G51670/AT5G19530/AT3G13980/AT4G02450/AT5G13930/AT3G14370/AT3G53480/AT4G13750/AT4G29810/AT1G69160/AT1G59820/AT1G08410/AT5G65980/AT1G76520/AT1G78570/AT2G42620/AT2G01420	41	869:salt	BP
GO:0009809	lignin biosynthetic process	22/3310	41/11533	0.000673571747005364	0.0114956244822249	0.00968407099422624	AT5G05340/AT2G40890/AT1G61820/AT1G61810/AT5G48100/AT5G05170/AT3G19450/AT5G48930/AT5G54160/AT4G01070/AT4G37990/AT5G03260/AT3G55580/AT5G05980/AT5G49660/AT1G15950/AT4G34050/AT4G36220/AT4G37970/AT4G39330/AT1G61590/AT5G13420	22	869:salt	BP
GO:0042548	regulation of photosynthesis, light reaction	14/3310	22/11533	0.000683438998911884	0.0115676286757978	0.00974472830984409	AT2G30570/AT1G71500/AT3G15850/AT1G55670/AT1G67740/AT3G50820/AT5G57050/AT5G08720/AT1G68830/AT5G42270/AT4G33470/AT5G01920/AT3G61320/AT2G30950	14	869:salt	BP
GO:0030001	metal ion transport	61/3310	148/11533	0.000691877695823322	0.0116144714839849	0.00978418933092687	AT3G05030/AT3G63380/AT3G51860/AT2G30080/AT1G58340/AT3G58060/AT4G32060/AT5G15410/AT5G55470/AT3G12750/AT4G00630/AT3G13320/AT2G21120/AT1G30270/AT1G53210/AT1G01580/AT1G05300/AT5G59520/AT5G20650/AT2G40300/AT1G80830/AT2G29120/AT4G00900/AT2G41560/AT2G38170/AT3G07520/AT4G03560/AT3G51480/AT3G11050/AT5G55630/AT5G11180/AT4G10310/AT2G22950/AT4G37640/AT2G23790/AT4G01840/AT5G03570/AT2G46800/AT1G15520/AT2G29110/AT1G05200/AT5G01490/AT4G16370/AT2G35060/AT1G10970/AT5G47100/AT5G06370/AT3G02850/AT2G01980/AT5G17450/AT4G35920/AT5G26820/AT3G19490/AT5G48410/AT5G36290/AT4G18160/AT1G64150/AT1G31260/AT3G27020/AT5G53130/AT2G26975	61	869:salt	BP
GO:1901605	alpha-amino acid metabolic process	69/3310	172/11533	0.000788968534390453	0.0131366468165175	0.0110664906107484	AT5G04140/AT1G52340/AT5G62530/AT4G14710/AT3G10050/AT1G08250/AT4G33150/AT5G64290/AT1G55920/AT4G35220/AT3G58610/AT2G02390/AT3G47680/AT3G61440/AT3G55610/AT5G07440/AT1G75500/AT2G43000/AT1G32470/AT1G32640/AT4G33010/AT1G79440/AT5G37600/AT4G37770/AT2G37040/AT5G17920/AT2G40000/AT1G70580/AT2G17630/AT5G05730/AT4G31500/AT5G11520/AT5G53460/AT1G80360/AT1G79900/AT5G56760/AT3G63250/AT4G34200/AT5G53970/AT5G48220/AT5G35630/AT1G72330/AT4G37930/AT3G24090/AT4G29840/AT2G03800/AT3G55870/AT2G13360/AT5G38710/AT4G20380/AT1G10070/AT5G52100/AT3G23940/AT5G34930/AT1G11860/AT4G34710/AT4G13930/AT5G08170/AT3G27740/AT4G14880/AT4G34410/AT5G55070/AT4G08900/AT2G30970/AT3G25900/AT1G64660/AT5G14060/AT4G39950/AT5G36160	69	869:salt	BP
GO:0098662	inorganic cation transmembrane transport	61/3310	149/11533	0.00084834568214499	0.0140113867502656	0.011803383472289	AT3G05030/AT3G63380/AT3G51860/AT3G45780/AT2G30080/AT2G18960/AT3G58060/AT4G32060/AT4G31040/AT5G55470/AT3G12750/AT1G64200/AT4G00630/AT3G13320/AT1G15690/AT4G39080/AT1G30270/AT1G53210/AT1G05300/AT4G04640/AT5G59520/AT5G20650/AT4G30190/AT1G80830/AT4G09650/AT1G32450/AT4G00900/AT2G41560/AT2G38170/AT2G22500/AT4G25950/AT4G13510/AT5G55630/AT3G42640/AT4G10310/AT4G23710/AT2G22950/AT4G37640/AT2G23790/AT4G01840/AT5G03570/AT2G46800/AT5G57350/AT1G78900/AT1G20260/AT5G01490/AT2G35060/AT4G32260/AT1G10970/AT5G47100/AT3G02850/AT2G01980/AT4G35920/AT5G26820/AT1G19910/AT5G36290/AT4G18160/AT1G64150/AT1G31260/AT3G27020/AT2G26975	61	869:salt	BP
GO:0009642	response to light intensity	47/3310	109/11533	0.000873176117307965	0.0143061175059737	0.01205166868436	AT5G59820/AT5G16400/AT1G58340/AT1G27730/AT2G05100/AT4G14690/AT3G22840/AT3G15850/AT4G08920/AT5G54190/AT3G47470/AT1G67740/AT3G61470/AT5G58070/AT1G55480/AT1G08830/AT3G50820/AT5G04410/AT3G54890/AT1G10170/AT4G26555/AT5G54270/AT5G57050/AT1G64520/AT5G42900/AT1G45474/AT5G47390/AT4G28610/AT1G60950/AT1G61520/AT5G46110/AT1G68830/AT5G42270/AT3G02730/AT1G54520/AT5G24090/AT5G64940/AT4G04850/AT5G61510/AT1G17420/AT1G01470/AT1G31812/AT1G03600/AT4G20940/AT2G30950/AT2G17840/AT5G53980	47	869:salt	BP
GO:0046618	xenobiotic export	12/3310	18/11533	0.000917575389664539	0.0147968062837242	0.0124650316092845	AT3G03620/AT1G12950/AT1G58340/AT3G26590/AT3G21690/AT5G52450/AT5G44050/AT5G65380/AT4G22790/AT1G71140/AT1G71870/AT4G23030	12	869:salt	BP
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	12/3310	18/11533	0.000917575389664539	0.0147968062837242	0.0124650316092845	AT3G03620/AT1G12950/AT1G58340/AT3G26590/AT3G21690/AT5G52450/AT5G44050/AT5G65380/AT4G22790/AT1G71140/AT1G71870/AT4G23030	12	869:salt	BP
GO:0009808	lignin metabolic process	26/3310	52/11533	0.000937215561211829	0.0149195217799776	0.0125684088185563	AT5G05340/AT2G40890/AT1G61820/AT1G61810/AT5G48100/AT5G64120/AT5G05170/AT3G19450/AT5G48930/AT5G54160/AT4G01070/AT2G30490/AT1G31720/AT4G37990/AT5G03260/AT2G37040/AT3G55580/AT5G05980/AT5G49660/AT1G15950/AT4G34050/AT4G36220/AT4G37970/AT4G39330/AT1G61590/AT5G13420	26	869:salt	BP
GO:0009739	response to gibberellin	35/3310	76/11533	0.000947039956736857	0.0149195217799776	0.0125684088185563	AT2G36400/AT2G45900/AT4G26150/AT3G20630/AT4G24210/AT4G25420/AT2G22840/AT1G03840/AT2G39840/AT5G25900/AT1G74670/AT1G62660/AT5G63470/AT3G15880/AT2G38560/AT5G66350/AT5G67480/AT3G50700/AT1G49010/AT3G47620/AT5G61850/AT5G47390/AT2G20180/AT1G15550/AT3G63010/AT2G04240/AT5G66880/AT5G04010/AT1G50420/AT1G07430/AT4G02780/AT1G69530/AT2G45660/AT1G79460/AT5G24860	35	869:salt	BP
GO:0071395	cellular response to jasmonic acid stimulus	35/3310	76/11533	0.000947039956736857	0.0149195217799776	0.0125684088185563	AT2G32800/AT4G32570/AT3G11820/AT1G16310/AT1G15750/AT5G47010/AT3G23240/AT2G38240/AT1G32640/AT5G13220/AT1G19180/AT1G15380/AT4G23810/AT3G51480/AT2G39940/AT3G11180/AT2G40330/AT3G56400/AT3G26090/AT5G06600/AT1G33980/AT4G34460/AT4G31550/AT3G52430/AT4G09820/AT1G74950/AT1G70700/AT2G40750/AT4G11260/AT1G28480/AT5G67300/AT5G05600/AT1G72450/AT1G79380/AT2G46370	35	869:salt	BP
GO:0006721	terpenoid metabolic process	50/3310	118/11533	0.000978688554666589	0.01523527753542	0.0128344057774226	AT1G61120/AT1G52340/AT3G03990/AT5G23960/AT4G15560/AT1G78620/AT1G78950/AT4G25420/AT4G18780/AT4G00370/AT4G21200/AT5G61670/AT3G19270/AT5G25900/AT4G19230/AT4G32980/AT4G36810/AT1G31910/AT3G21420/AT1G28100/AT1G26640/AT1G68320/AT4G19170/AT5G58660/AT3G26744/AT5G62790/AT5G62470/AT3G25830/AT2G20180/AT1G02400/AT2G36690/AT1G15550/AT2G07050/AT3G14440/AT1G78440/AT1G61680/AT2G04240/AT3G10230/AT3G25810/AT4G02780/AT5G36110/AT1G67080/AT3G26790/AT1G30040/AT4G25700/AT1G79460/AT2G03440/AT4G34640/AT2G32440/AT2G27150	50	869:salt	BP
GO:0006779	porphyrin-containing compound biosynthetic process	29/3310	60/11533	0.00098196124740012	0.01523527753542	0.0128344057774226	AT3G59400/AT5G58250/AT5G08280/AT5G63570/AT4G26150/AT4G15560/AT4G14690/AT3G22840/AT1G03475/AT2G20570/AT5G54190/AT1G74470/AT5G56090/AT5G18660/AT5G50920/AT4G25080/AT1G58290/AT2G20180/AT5G13630/AT3G56940/AT1G78600/AT1G44446/AT2G30390/AT2G40490/AT1G03630/AT3G14110/AT5G45930/AT5G40850/AT4G18480	29	869:salt	BP
