gene_id	SRR17624338	SRR17624339	SRR17624340	SRR17624341	SRR17624342	SRR17624343	SRR17624344	SRR17624345	SRR17624346	SRR17624347	SRR17624348	SRR17624349	SRR17624350	SRR17624351	SRR17624352	SRR17624353	SRR17624354	SRR17624355	SRR17624356	SRR17624357	SRR17624358	SRR17624359	SRR17624360	SRR17624361	SRR19745122	SRR19745123	SRR19745124	SRR19745125	SRR19745126	SRR19745127	SRR19745128	SRR19745129	SRR19745130	SRR19745131	SRR19745132	SRR19745133	SRR19745134	SRR19745135	SRR19745136	SRR19745137	SRR19745138	SRR19745139	SRR19745140	SRR19745141	SRR19745142	SRR19745143	SRR19745144	SRR19745145	SRR19745146	SRR19745147	SRR19745148	SRR19745149	SRR19745150	SRR19745151	SRR19745152	SRR19745153	SRR19745154	SRR19745155	SRR19745156	SRR19745157	SRR21049834	SRR21049835	SRR21049836	SRR21049837	SRR21049838	SRR21049839	SRR21049840	SRR21049841	SRR21049842	SRR21049843	SRR21049844	SRR21049845	SRR21049846	SRR21049847	SRR21049848	SRR21049849	SRR21049850	SRR21049851	SRR21049852	SRR21049853	SRR21049854	SRR21049855	SRR21049856	SRR21049857	SRR21049858	SRR21049859	SRR21049860	SRR21049861	SRR21049862	SRR21049863	SRR21049864	SRR21049865	SRR21049866	SRR21049867	SRR21049868	SRR21049869	SRR21049870	SRR21049871	SRR21049872	SRR21049873	SRR21049874	SRR21049875	SRR21049876	SRR21049877	SRR21049878	SRR21049879	SRR21049880	SRR21049881	SRR21049882	SRR21049883	SRR21049884	SRR21049885	SRR21049886	SRR21049887	SRR21049888	SRR21049889	SRR21049890	SRR22540857	SRR22540858	SRR22540859	SRR22540860	SRR22540861	SRR22540862	SRR22540863	SRR22540864	SRR22540865	SRR22540866	SRR22540867	SRR22540868	SRR26867805	SRR26867806	SRR26867807	SRR26867808	SRR26867809	SRR26867810	SRR26867811	SRR26867812	SRR26867813	SRR26867814	SRR26867815	SRR26867816	SRR26867817	SRR26867818	SRR26867819	SRR26867820	SRR26867821	SRR26867822	SRR26867823	SRR26867824	SRR26867825	SRR26867826	SRR26867827	SRR26867828	SRR7882951	SRR7882950	SRR7882952	SRR7882953	SRR7882954	SRR7882955	SRR7882956	SRR7882957	SRR7882958	SRR7882959	SRR7882960	SRR7882961	SRR7882978	SRR7882979	SRR7882976	SRR7882977	SRR7882974	SRR7882975	SRR7882972	SRR7882973	SRR7882985	SRR7882984	SRR7882983	SRR7882982	SRR7882969	SRR7882968	SRR7882971	SRR7882970	SRR7882965	SRR7882964	SRR7882967	SRR7882966	SRR7882963	SRR7882962	SRR7882980	SRR7882981	SRR7882989	SRR7882988	SRR7882987	SRR7882986	SRR7882991	SRR7882990	SRR7882992	SRR7882993	SRR7882994	SRR7882995	SRR7882996	SRR7882997	SRR7882998	SRR7882999	SRR7883000	SRR7883001	SRR7882949	SRR7882948	SRR7882947	SRR7882946	SRR7882945	SRR7882944	SRR7882943	SRR7882942	SRR7883014	SRR7883015	SRR7883016	SRR7883017	SRR7883012	SRR7883013	SRR7883006	SRR7883007	SRR7883023	SRR7883022	SRR7883025	SRR7883024	SRR7883027	SRR7883026	SRR7883030	SRR7883031	SRR7883028	SRR7883029	SRR7883034	SRR7883035	SRR7883008	SRR7883009	SRR7883002	SRR7883003	SRR7883004	SRR7883005	SRR7883010	SRR7883011	SRR7883019	SRR7883018	SRR7883021	SRR7883020	SRR7883032	SRR7883033	SRR7883036	SRR7883037
LOC110899655	3.447	1.640	1.308	4.973	1.076	1.715	1.686	8.211	4.294	1.111	1.535	1.483	2.507	9.838	0.000	0.164	0.775	0.257	5.451	4.108	6.295	6.735	0.070	0.077	141.276	67.259	59.101	52.256	399.710	363.043	16.148	35.859	13.161	145.410	201.751	169.814	450.942	101.600	96.497	93.050	27.159	16.689	23.005	58.397	95.007	148.209	184.849	295.534	64.762	62.919	36.390	165.565	15.626	47.532	160.481	180.354	152.059	209.674	231.053	177.331	0.394	0.403	1.414	4.252	3.591	18.487	4.992	7.981	3.745	6.502	5.366	1.105	3.860	3.775	11.075	1.898	2.762	0.370	0.445	1.073	0.000	1.393	0.157	0.412	0.141	0.294	0.308	0.327	0.062	0.211	0.858	0.937	0.507	0.000	0.457	0.533	2.868	1.091	0.747	0.394	0.513	2.142	0.506	0.552	0.910	0.510	0.000	0.152	0.708	0.000	2.245	2.357	22.629	0.639	0.000	0.207	0.375	0.660	1.159	0.356	0.000	0.368	0.000	4.890	1.670	4.022	2.247	5.986	4.545	0.420	0.000	0.132	0.142	0.000	0.088	0.069	8.044	21.997	9.537	34.451	0.000	79.459	96.249	9.934	23.485	5.474	35.092	8.261	36.562	0.000	0.077	0.000	0.000	1.635	1.767	1.378	1.541	1.136	0.839	1.061	1.412	0.060	0.000	0.197	0.055	7.818	16.945	19.762	13.531	20.118	17.403	19.623	18.712	5.003	3.937	11.121	3.706	1.454	2.102	1.122	2.762	0.470	0.233	0.725	0.502	0.135	0.702	0.100	0.283	16.930	21.956	12.107	33.695	65.094	73.827	2.042	1.599	1.288	2.222	0.178	0.325	0.136	0.145	0.218	0.113	28.047	89.816	105.507	78.273	15.312	4.980	7.203	3.769	94.906	91.278	8.887	3.675	7.934	4.350	0.000	0.000	4.173	10.428	20.755	3.401	66.386	10.769	20.534	16.091	9.544	10.039	8.267	4.916	1.896	2.656	0.151	1.086	0.057	0.122	0.000	0.305	0.061	0.303	0.062	0.000	10.880	4.984	2.260	3.056
LOC110899654	1.844	0.130	0.000	0.707	1.768	0.587	2.886	4.887	3.366	1.841	0.053	0.000	0.901	1.227	0.000	0.000	0.217	0.000	0.894	1.250	4.918	3.842	0.000	0.079	84.505	29.502	33.381	28.204	437.547	295.633	23.547	45.467	18.097	94.537	146.153	142.665	296.734	97.520	101.953	100.799	25.150	17.712	26.116	85.986	130.734	167.845	206.749	68.818	75.579	79.306	34.475	42.541	5.548	29.498	86.015	33.671	94.064	131.275	174.505	133.233	0.269	0.069	0.207	1.941	0.983	8.480	1.836	3.203	2.031	2.830	0.612	0.851	0.650	0.723	4.182	0.361	0.537	0.228	0.305	0.294	0.084	0.477	0.000	0.000	0.000	0.000	0.079	0.739	0.384	0.000	0.610	0.518	0.223	0.135	0.235	0.342	1.355	1.600	0.628	0.243	0.226	1.257	0.074	0.162	0.216	0.000	0.000	0.000	0.162	0.000	1.280	0.968	6.704	0.328	0.000	0.000	0.128	0.508	0.765	1.006	0.513	0.473	0.000	1.729	0.312	1.635	0.907	1.898	1.500	0.518	0.000	0.000	0.364	0.181	0.000	0.000	2.554	12.985	5.101	21.038	0.000	50.595	60.558	7.018	12.707	4.382	28.968	5.816	29.760	0.000	0.000	0.000	0.000	0.596	0.708	0.858	0.961	0.453	0.596	0.476	0.725	0.247	0.000	0.000	0.113	4.759	9.608	10.756	6.978	10.210	10.245	11.508	8.098	2.640	2.246	6.758	2.648	0.995	0.756	0.524	0.982	0.523	0.144	0.203	0.516	0.417	0.206	0.206	0.000	7.494	9.866	6.230	14.992	33.568	43.115	1.805	0.854	1.024	2.726	0.061	0.668	0.047	0.149	0.089	0.000	31.175	53.255	216.487	105.814	11.265	5.866	3.931	4.362	45.740	42.478	5.225	2.112	4.446	2.002	0.000	0.000	2.255	7.842	6.143	3.492	14.879	19.764	7.731	16.401	6.860	4.366	10.456	5.110	3.008	2.313	1.138	0.372	0.117	0.250	0.173	0.125	0.063	0.000	0.000	0.000	15.017	13.120	13.156	2.006
LOC110899653	0.379	5.197	3.818	14.221	0.227	0.000	0.000	0.156	0.049	0.416	0.216	1.226	3.641	15.511	0.000	0.000	0.000	0.136	8.035	10.606	2.023	0.553	0.147	0.728	625.789	499.544	488.720	226.855	573.053	671.284	45.479	105.109	41.618	221.022	172.459	202.918	911.897	70.948	107.522	89.885	54.401	69.615	73.604	136.095	234.594	222.699	152.879	987.642	130.482	95.291	292.600	887.590	67.480	326.376	548.123	403.346	662.048	880.183	922.407	1032.292	0.416	0.000	0.284	2.994	1.433	6.002	0.787	1.686	1.567	1.568	0.000	0.583	0.067	0.000	2.038	0.074	0.000	0.546	1.331	2.116	0.000	0.490	0.000	0.362	0.000	0.466	0.000	1.313	0.132	0.297	0.209	0.457	0.076	0.000	0.080	0.141	1.030	1.728	0.861	0.499	1.083	2.747	1.527	0.083	0.000	0.077	0.076	0.161	0.415	0.000	1.317	0.664	9.012	0.000	0.141	0.000	0.000	2.702	1.137	2.729	0.739	1.751	0.351	0.169	0.160	0.000	0.000	0.744	0.514	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.503	23.515	5.806	22.250	0.000	35.553	49.038	19.305	15.359	4.801	22.932	4.570	23.837	0.000	0.000	0.000	0.087	2.173	2.503	3.441	2.383	0.733	1.294	1.260	1.056	0.064	0.048	0.467	0.290	54.586	121.513	117.578	97.240	72.925	75.875	48.037	66.910	40.697	27.598	102.514	30.579	1.638	1.998	1.777	2.861	0.331	0.246	0.974	1.260	0.429	0.582	0.159	0.000	79.307	136.951	118.210	189.898	262.913	279.660	0.479	0.270	0.570	0.326	0.251	0.275	0.000	0.077	0.506	0.000	36.954	139.254	234.986	161.276	64.221	31.066	22.824	17.540	358.424	325.127	45.495	26.174	47.534	27.123	0.000	0.000	21.777	54.553	92.503	13.403	186.945	14.599	36.014	16.089	9.692	41.513	18.422	11.634	0.061	0.549	0.106	0.239	0.121	0.064	0.000	0.129	0.000	0.000	0.000	0.000	76.904	31.693	15.796	12.946
LOC110899667	0.534	0.603	0.898	2.030	0.152	0.000	0.000	0.288	0.049	0.266	0.163	0.000	1.331	5.072	0.000	0.000	0.000	0.000	0.683	0.000	0.726	0.874	0.000	0.000	257.706	198.043	178.389	97.663	286.618	291.996	37.800	93.918	33.247	168.472	129.052	150.616	350.133	57.914	72.945	60.816	57.117	66.164	68.813	123.281	210.673	207.686	140.240	457.450	119.109	93.539	141.795	380.856	28.753	118.640	280.689	141.626	283.572	370.762	407.863	411.270	0.418	0.143	0.214	1.361	0.169	2.654	0.554	0.000	0.150	1.050	0.000	0.220	0.000	0.000	0.986	0.373	0.000	0.000	0.315	0.076	0.174	0.082	0.000	0.291	0.225	0.312	0.163	0.278	0.000	0.149	0.000	0.000	0.000	0.000	0.000	0.000	0.304	0.496	1.082	0.335	0.700	1.299	1.074	0.000	0.000	0.155	0.000	0.000	0.334	0.000	1.147	0.334	2.047	0.204	0.000	0.000	0.000	0.876	1.846	1.229	0.955	0.782	0.000	0.085	0.000	0.267	0.000	0.654	0.603	0.000	0.000	0.000	0.075	0.000	0.000	0.000	3.521	18.527	6.256	13.153	0.000	35.101	45.004	15.774	14.285	2.068	18.420	4.175	22.364	0.077	0.000	0.000	0.000	0.616	0.640	0.576	0.642	0.201	0.205	0.281	0.187	0.064	0.000	0.104	0.000	41.167	111.396	109.854	79.183	55.790	73.225	43.021	48.925	32.214	27.302	93.272	20.297	0.617	0.781	0.487	1.240	0.083	0.099	0.420	0.200	0.192	0.266	0.106	0.120	81.784	130.658	110.288	145.341	222.577	285.594	0.120	0.136	0.132	0.197	0.315	0.138	0.000	0.000	0.508	0.000	16.693	57.451	137.805	83.793	29.857	17.071	9.060	9.491	308.506	265.645	44.579	21.365	39.734	17.004	0.000	0.000	14.607	27.100	36.761	11.312	57.010	8.102	15.454	8.957	5.247	17.380	10.005	7.150	0.000	0.000	0.000	0.096	0.121	0.000	0.000	0.065	0.000	0.000	0.000	0.000	32.527	16.516	11.621	7.057
LOC110908730	51.630	40.054	46.463	30.510	35.245	31.685	34.298	16.914	22.882	21.351	19.918	17.624	23.667	17.786	15.485	18.982	20.230	29.495	30.916	39.643	64.328	48.626	27.920	17.341	10.659	13.145	6.707	10.297	13.497	13.350	9.488	9.109	9.085	11.694	11.215	11.399	11.571	17.792	18.778	15.874	9.423	11.633	11.049	14.805	10.844	12.074	14.891	14.529	12.313	14.705	9.207	8.664	13.745	11.874	11.072	9.856	9.090	10.566	13.763	13.415	41.923	36.996	39.891	40.917	24.697	28.122	27.098	38.889	35.843	32.320	13.443	31.355	13.056	11.977	40.425	30.127	34.697	49.835	45.496	45.589	51.439	38.094	28.676	45.660	44.233	36.314	39.687	45.714	36.701	37.268	43.792	42.147	49.443	26.676	21.145	20.671	25.378	22.873	23.846	24.978	29.133	28.070	34.058	30.088	23.813	25.933	33.147	25.941	27.443	34.986	25.374	23.559	21.936	37.862	34.671	30.341	25.893	16.411	20.345	13.074	16.061	14.299	15.719	14.409	15.583	16.041	16.303	15.728	15.451	16.268	17.037	19.548	16.076	22.127	20.740	31.646	14.287	12.786	10.002	14.673	26.741	15.028	10.226	26.370	43.708	32.560	15.042	15.478	13.197	17.999	12.611	19.922	20.316	10.435	10.129	10.927	13.050	8.253	8.163	8.741	6.256	13.568	12.083	11.396	10.158	11.102	11.195	9.586	12.002	10.821	11.955	12.677	9.068	10.936	9.398	9.207	10.511	11.855	11.067	11.442	10.452	8.087	7.496	7.079	7.677	11.134	11.303	9.964	11.032	9.928	8.886	9.874	8.454	10.916	12.406	8.564	8.029	10.252	10.110	9.231	7.605	8.441	7.039	9.680	9.085	10.575	10.216	11.094	10.670	8.360	8.630	7.992	8.627	11.109	8.474	10.392	9.216	10.013	9.380	9.861	8.231	11.781	11.663	12.278	10.585	11.545	10.322	9.959	8.797	8.719	11.406	10.025	7.971	11.058	10.011	11.089	12.758	10.456	10.491	12.836	9.075	8.423	8.113	10.512	8.733	8.319	7.048	9.984	7.104
LOC110905693	1.115	14.826	0.512	13.400	0.318	0.079	0.000	0.027	0.000	0.000	0.681	0.786	0.278	1.870	0.076	0.363	0.781	3.630	2.350	24.541	2.276	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.327	0.000	0.000	0.000	0.153	0.149	0.000	0.000	0.000	0.067	0.080	0.078	0.075	0.000	0.306	0.000	0.146	0.000	0.141	0.000	0.000	0.000	0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.166	4.834	8.712	5.712	0.000	0.086	0.000	0.152	0.078	0.082	0.597	0.290	0.623	0.000	0.512	0.320	0.482	0.000	0.000	0.074	0.254	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.000	3.568	4.498	2.963	10.311	10.413	12.243	0.000	0.000	0.000	0.000	0.000	0.000	0.466	0.000	0.147	2.124	0.293	2.935	1.913	0.092	1.283	0.514	0.092	0.077	0.246	0.102	0.441	0.701	1.029	0.848	0.174	0.554	0.886	0.085	0.144	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.068	0.000	0.032	0.025	0.044	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.123	0.000	0.063	0.058	0.027	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.040	0.071	0.130	0.097	0.252	0.071	0.029	0.000	0.000	0.000	0.093	0.133	0.000	0.000	0.054	0.271	0.087	0.276	0.027	0.000	0.207	0.132	0.109	0.213	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.270	0.118	0.000	0.419
LOC110904303	552.001	566.359	403.602	376.163	390.969	377.541	368.368	338.716	288.558	313.046	374.297	340.620	436.974	431.688	132.817	144.953	244.882	245.859	267.507	324.628	723.510	510.972	370.743	339.237	1611.548	1200.247	883.739	912.032	1405.187	1140.748	645.726	1419.546	893.450	1533.556	1539.317	1520.166	1096.530	2188.064	2495.410	1732.566	888.494	1224.418	1044.093	1122.437	1352.601	1305.530	1601.446	1314.255	1654.526	1654.433	961.347	1415.861	1266.332	1153.863	2066.175	1084.411	1818.267	1811.382	1421.106	1465.727	188.625	195.980	195.971	188.083	338.956	335.897	454.868	384.700	415.381	366.707	121.752	151.651	122.999	115.131	110.251	105.738	85.626	419.440	331.633	354.272	207.444	176.692	171.880	195.381	140.056	144.164	141.084	232.784	189.489	145.471	185.725	204.359	207.863	187.533	143.183	155.445	165.743	229.935	303.554	318.110	233.048	241.624	248.989	202.529	159.369	214.918	216.654	170.441	206.088	160.388	120.552	120.648	106.919	185.137	192.477	166.467	164.663	150.264	141.459	151.607	44.222	73.127	57.769	174.485	137.838	193.340	139.270	207.241	199.135	162.676	158.877	163.179	157.404	124.975	103.119	91.954	298.558	372.239	343.883	574.997	117.671	714.535	854.791	489.659	391.399	318.799	519.485	378.876	590.618	103.364	151.048	108.290	115.262	192.169	183.701	183.137	164.997	279.311	282.338	287.146	248.404	172.090	187.995	153.962	178.230	487.764	508.460	566.107	379.465	854.282	956.585	713.091	770.996	639.271	590.405	819.262	564.276	202.051	192.218	204.378	197.972	275.807	259.957	273.981	261.572	172.088	153.857	174.510	172.272	237.071	285.514	315.288	371.045	640.086	837.596	204.841	213.660	219.409	196.569	252.936	301.355	237.248	246.241	167.098	126.650	444.977	516.908	1353.839	800.999	655.625	525.230	462.983	548.501	734.209	748.333	721.104	663.666	668.427	584.169	158.526	150.415	574.329	748.520	649.635	779.646	1028.141	786.569	868.922	1046.275	703.243	644.042	728.089	646.959	227.261	243.716	238.497	219.731	240.253	239.900	265.286	233.528	137.735	132.544	164.614	161.535	447.837	354.691	316.574	281.061
LOC110904457	125.696	64.728	199.801	164.952	171.903	359.347	159.846	681.492	653.495	671.179	890.350	401.662	851.589	1410.057	433.911	381.684	510.218	113.200	248.780	138.163	144.269	174.851	372.350	369.751	487.936	216.175	323.910	165.031	1120.353	931.779	131.740	221.422	90.848	303.591	360.902	346.427	1120.515	591.946	575.770	461.462	112.216	110.322	134.403	328.843	494.466	499.345	438.207	495.259	282.113	272.066	194.375	389.879	143.697	378.726	434.078	313.634	451.665	532.155	958.297	614.995	26.509	12.756	32.007	23.183	506.581	736.916	803.585	962.030	763.815	834.700	194.954	12.456	109.386	144.179	100.516	63.100	50.701	10.577	8.102	14.586	7.950	7.113	5.932	3.450	1.102	4.468	1.668	9.420	7.036	1.465	9.959	5.312	10.300	4.955	33.761	20.321	40.797	239.321	271.081	130.150	194.711	162.104	139.566	34.449	9.710	11.806	8.451	43.765	31.251	11.219	35.042	44.491	92.535	13.526	20.139	2.749	5.198	190.663	188.757	196.018	27.671	40.734	23.406	329.090	275.441	333.290	250.877	329.672	312.972	4.811	8.561	8.545	8.556	2.523	3.061	3.174	3.740	13.517	7.697	11.608	4.119	27.977	35.822	82.163	59.540	14.162	69.161	33.093	99.826	2.205	6.768	2.257	1.493	95.624	89.741	99.551	91.250	320.504	328.994	332.562	301.711	35.388	31.145	21.914	20.807	27.204	63.217	69.299	34.406	111.602	93.074	75.942	79.908	17.334	19.401	29.730	21.757	97.228	114.326	85.617	96.017	256.734	158.087	192.576	241.996	20.940	41.656	31.895	29.596	18.989	27.920	22.518	56.307	92.295	94.691	152.915	118.690	99.318	156.384	323.755	333.463	202.584	298.813	23.041	20.166	49.411	105.009	256.865	148.924	21.345	10.647	6.641	11.107	105.841	96.001	29.258	10.060	31.475	20.061	27.812	16.948	46.411	106.561	49.883	43.630	121.737	144.333	130.980	158.441	29.906	29.000	45.427	31.977	147.334	141.693	89.650	87.557	121.262	142.121	188.962	205.005	17.414	27.464	27.433	15.250	31.173	22.049	19.477	17.354
LOC110904450	10.717	16.028	18.089	35.406	9.689	25.306	13.538	35.120	28.084	22.754	45.577	13.947	40.853	91.126	15.251	17.322	22.624	11.096	90.377	37.794	12.796	15.691	8.024	10.484	142.708	123.822	34.573	113.628	410.517	250.754	88.376	137.600	64.622	271.323	266.395	264.237	170.984	170.408	189.880	156.670	98.115	82.654	102.078	121.706	193.197	197.733	204.204	121.975	134.652	148.534	115.675	84.343	94.898	91.329	262.326	106.013	157.290	184.872	91.212	114.685	3.903	1.713	4.897	5.100	42.134	119.293	105.622	158.571	105.174	121.691	39.082	2.609	25.701	35.415	16.264	7.502	6.487	3.770	7.913	5.610	1.082	1.754	0.371	0.777	0.133	1.668	0.509	7.168	1.886	0.199	7.479	6.533	21.887	0.062	2.878	2.892	4.930	7.434	6.803	2.605	3.113	2.746	3.892	1.117	1.124	0.206	0.068	1.584	0.966	0.075	3.612	4.526	12.544	1.449	2.388	0.976	0.472	21.044	21.040	20.782	6.707	9.916	5.098	34.225	26.603	31.103	30.549	49.387	44.155	1.191	0.502	0.562	1.005	0.666	0.000	0.130	3.289	7.739	4.129	10.144	0.132	17.749	16.607	6.906	3.839	1.052	7.149	3.492	9.597	0.412	1.301	0.000	0.155	4.484	4.599	3.827	3.794	11.680	11.940	11.769	9.222	0.853	0.603	0.789	0.881	17.908	49.443	47.023	35.899	102.202	89.132	80.941	74.485	18.746	13.773	45.306	11.796	3.067	3.475	2.745	3.061	5.775	4.232	6.163	8.300	1.151	1.184	0.757	0.857	27.956	44.302	33.958	75.721	207.486	193.421	6.588	7.251	4.121	7.055	16.733	13.386	7.111	7.694	1.111	0.855	131.951	243.116	446.397	295.593	30.281	19.259	8.384	15.897	215.657	227.358	23.829	14.745	26.598	10.994	0.886	0.857	18.576	29.548	25.674	13.396	125.959	98.390	111.898	103.416	34.185	26.632	32.758	21.897	5.806	4.800	4.044	4.917	5.075	8.569	11.506	5.584	1.392	0.972	0.934	1.624	16.722	12.769	19.120	9.404
LOC110904451	13.509	0.064	0.000	0.309	13.639	29.842	14.141	29.451	30.491	26.612	1.294	0.000	1.395	0.782	18.005	14.159	25.864	0.195	0.536	0.154	18.338	16.347	0.986	1.548	250.791	82.250	47.803	144.585	273.423	297.360	123.786	202.100	79.313	303.161	429.191	383.562	373.190	292.764	334.526	248.102	123.781	98.288	120.695	149.017	254.595	252.947	407.323	228.494	199.123	226.277	111.687	166.577	123.101	147.115	480.452	162.668	292.921	297.732	209.160	244.981	1.592	1.562	1.907	2.184	25.584	54.557	52.893	77.998	49.805	62.542	27.194	2.025	18.111	20.319	8.743	3.199	3.247	1.420	2.624	3.040	0.248	1.095	0.875	0.208	0.071	1.042	0.389	1.456	0.947	0.213	4.271	1.895	9.960	0.730	1.849	1.010	1.972	5.122	3.848	1.275	2.148	2.553	2.193	1.355	1.132	0.589	0.000	1.156	0.716	0.162	1.934	1.827	5.628	1.939	1.346	0.348	0.442	0.083	0.251	0.000	0.000	0.000	0.000	0.000	0.154	0.085	0.000	0.089	0.082	1.190	0.614	0.936	1.005	0.357	0.357	0.698	3.187	10.178	7.435	12.867	0.071	22.671	22.969	10.690	9.409	3.472	14.459	7.240	18.361	0.220	2.631	0.197	0.000	0.747	0.959	0.718	0.501	2.680	1.957	2.547	1.368	0.609	0.692	0.149	0.111	0.615	1.067	1.078	0.622	3.616	1.744	2.643	1.089	0.335	0.206	0.747	0.462	0.980	0.904	1.031	0.430	2.220	1.794	2.066	2.222	0.046	0.406	0.152	0.172	1.386	3.122	1.513	3.783	13.006	15.219	1.721	0.841	1.051	0.874	3.367	2.959	1.926	2.354	0.396	0.057	7.210	20.663	38.767	17.375	0.742	0.326	0.172	0.517	13.518	12.893	0.677	0.205	0.650	0.243	0.502	0.048	0.592	1.411	1.831	0.713	3.502	2.812	3.272	3.857	0.891	0.860	1.733	0.644	1.511	0.876	0.764	0.641	1.792	1.909	2.157	1.664	0.248	0.306	0.187	0.174	1.658	1.877	1.626	0.319
LOC110868884	18.866	99.037	54.590	91.331	36.702	25.202	26.943	183.675	151.226	252.993	129.877	23.702	216.742	107.263	258.252	139.547	185.080	99.493	332.594	154.723	10.582	20.293	20.359	31.463	1271.178	1041.191	985.503	575.729	902.357	918.648	489.885	626.447	559.840	831.942	937.500	1110.287	1012.983	474.800	538.434	677.408	663.063	967.178	725.214	630.917	1371.595	1077.384	783.722	1108.734	837.504	731.001	723.604	849.211	490.622	1046.488	1013.882	662.794	1207.179	991.177	1134.845	1055.655	63.643	57.053	43.728	34.606	80.731	67.257	61.479	78.700	68.260	101.294	69.221	45.859	149.551	67.577	5.222	4.542	7.039	4.619	2.906	3.184	17.859	13.604	69.201	21.287	7.480	6.626	3.994	5.752	6.082	5.367	12.373	8.014	11.967	81.034	2.986	4.019	5.043	40.365	31.021	23.961	84.106	105.192	72.288	65.949	32.169	46.804	44.780	30.763	18.501	31.634	12.857	14.396	30.337	50.847	104.660	35.550	58.393	41.696	36.493	44.352	43.437	45.946	66.849	111.841	118.302	120.627	81.618	73.199	70.070	37.214	125.705	107.021	104.718	15.035	18.602	6.070	106.198	130.659	74.227	233.838	75.837	226.883	210.701	208.780	108.791	74.986	331.236	266.094	242.345	25.853	40.844	61.598	47.158	126.681	104.218	105.303	104.628	69.574	58.690	99.981	56.452	44.369	53.698	45.718	33.902	689.750	747.560	660.787	566.898	646.508	719.580	692.821	588.160	513.592	509.889	602.925	631.002	114.848	97.485	111.103	74.110	107.413	94.042	101.718	101.867	48.329	27.191	48.986	43.713	753.044	857.528	955.031	744.587	1017.033	1231.872	31.057	39.171	42.737	27.332	54.977	55.506	80.953	57.782	37.645	16.240	1008.096	890.278	745.933	876.369	256.684	340.873	225.578	352.614	1129.492	1028.846	598.474	558.965	628.746	572.693	44.141	26.975	704.325	747.487	637.764	645.375	496.964	592.838	586.825	686.668	310.558	507.423	529.350	424.658	36.634	33.216	45.675	79.796	82.770	77.598	96.275	52.297	27.122	19.882	17.996	22.041	1116.885	876.136	990.939	1050.069
LOC110904925	54.668	26.820	49.554	43.544	33.189	102.226	20.241	7.491	3.950	4.726	8.800	5.460	8.975	43.615	2.410	1.715	8.426	2.466	10.442	10.493	41.215	53.699	12.766	5.680	61.903	16.472	8.060	13.967	134.627	55.010	6.051	13.244	7.726	72.621	69.859	69.266	18.767	60.496	73.507	24.222	18.741	14.140	15.783	18.385	18.524	24.240	42.752	56.706	24.491	34.748	14.562	54.589	67.440	67.028	236.779	128.138	51.448	66.132	80.840	57.089	2.863	1.290	6.349	5.303	16.789	54.633	59.250	113.753	100.046	104.948	13.897	1.266	3.480	13.294	6.175	2.393	1.629	4.775	7.896	5.623	0.572	1.013	0.000	0.299	0.185	0.193	0.605	13.422	6.374	0.430	7.604	3.460	13.971	0.057	1.995	1.685	2.704	8.571	14.591	16.925	0.767	1.135	0.505	0.275	1.405	0.318	0.063	0.798	0.412	0.070	1.669	1.440	5.376	2.064	1.162	0.060	0.545	5.331	5.133	5.755	3.056	0.643	2.030	18.546	10.074	11.484	18.287	34.043	34.718	1.834	0.000	0.000	0.620	3.617	3.235	23.927	3.402	2.643	2.544	9.087	0.000	8.332	15.509	6.452	5.204	4.374	10.345	6.730	17.158	1.395	1.135	0.227	0.000	0.322	0.903	0.510	0.336	1.102	1.239	1.794	1.232	0.473	0.279	0.129	0.192	1.921	5.379	7.416	2.684	11.954	9.191	5.929	9.882	1.810	0.942	2.949	1.477	0.888	0.688	0.356	0.603	1.027	0.448	0.863	1.370	0.000	0.525	0.262	0.148	1.261	2.755	2.685	4.740	12.506	8.805	15.000	5.138	14.219	29.799	16.919	11.691	7.206	10.159	5.703	4.297	38.624	106.649	167.853	90.743	44.837	23.759	16.018	16.365	13.184	16.693	4.693	3.091	3.634	3.064	1.205	3.962	8.989	9.638	32.296	15.531	103.342	34.057	90.713	38.000	87.013	28.566	18.615	52.848	10.030	15.224	15.259	0.632	1.547	9.940	5.048	8.247	1.340	2.484	2.966	1.088	3.733	9.233	10.717	1.100
