gene_id	SRR17624338	SRR17624339	SRR17624340	SRR17624341	SRR17624342	SRR17624343	SRR17624344	SRR17624345	SRR17624346	SRR17624347	SRR17624348	SRR17624349	SRR17624350	SRR17624351	SRR17624352	SRR17624353	SRR17624354	SRR17624355	SRR17624356	SRR17624357	SRR17624358	SRR17624359	SRR17624360	SRR17624361	SRR19745122	SRR19745123	SRR19745124	SRR19745125	SRR19745126	SRR19745127	SRR19745128	SRR19745129	SRR19745130	SRR19745131	SRR19745132	SRR19745133	SRR19745134	SRR19745135	SRR19745136	SRR19745137	SRR19745138	SRR19745139	SRR19745140	SRR19745141	SRR19745142	SRR19745143	SRR19745144	SRR19745145	SRR19745146	SRR19745147	SRR19745148	SRR19745149	SRR19745150	SRR19745151	SRR19745152	SRR19745153	SRR19745154	SRR19745155	SRR19745156	SRR19745157	SRR21049834	SRR21049835	SRR21049836	SRR21049837	SRR21049838	SRR21049839	SRR21049840	SRR21049841	SRR21049842	SRR21049843	SRR21049844	SRR21049845	SRR21049846	SRR21049847	SRR21049848	SRR21049849	SRR21049850	SRR21049851	SRR21049852	SRR21049853	SRR21049854	SRR21049855	SRR21049856	SRR21049857	SRR21049858	SRR21049859	SRR21049860	SRR21049861	SRR21049862	SRR21049863	SRR21049864	SRR21049865	SRR21049866	SRR21049867	SRR21049868	SRR21049869	SRR21049870	SRR21049871	SRR21049872	SRR21049873	SRR21049874	SRR21049875	SRR21049876	SRR21049877	SRR21049878	SRR21049879	SRR21049880	SRR21049881	SRR21049882	SRR21049883	SRR21049884	SRR21049885	SRR21049886	SRR21049887	SRR21049888	SRR21049889	SRR21049890	SRR22540857	SRR22540858	SRR22540859	SRR22540860	SRR22540861	SRR22540862	SRR22540863	SRR22540864	SRR22540865	SRR22540866	SRR22540867	SRR22540868	SRR26867805	SRR26867806	SRR26867807	SRR26867808	SRR26867809	SRR26867810	SRR26867811	SRR26867812	SRR26867813	SRR26867814	SRR26867815	SRR26867816	SRR26867817	SRR26867818	SRR26867819	SRR26867820	SRR26867821	SRR26867822	SRR26867823	SRR26867824	SRR26867825	SRR26867826	SRR26867827	SRR26867828	SRR7882951	SRR7882950	SRR7882952	SRR7882953	SRR7882954	SRR7882955	SRR7882956	SRR7882957	SRR7882958	SRR7882959	SRR7882960	SRR7882961	SRR7882978	SRR7882979	SRR7882976	SRR7882977	SRR7882974	SRR7882975	SRR7882972	SRR7882973	SRR7882985	SRR7882984	SRR7882983	SRR7882982	SRR7882969	SRR7882968	SRR7882971	SRR7882970	SRR7882965	SRR7882964	SRR7882967	SRR7882966	SRR7882963	SRR7882962	SRR7882980	SRR7882981	SRR7882989	SRR7882988	SRR7882987	SRR7882986	SRR7882991	SRR7882990	SRR7882992	SRR7882993	SRR7882994	SRR7882995	SRR7882996	SRR7882997	SRR7882998	SRR7882999	SRR7883000	SRR7883001	SRR7882949	SRR7882948	SRR7882947	SRR7882946	SRR7882945	SRR7882944	SRR7882943	SRR7882942	SRR7883014	SRR7883015	SRR7883016	SRR7883017	SRR7883012	SRR7883013	SRR7883006	SRR7883007	SRR7883023	SRR7883022	SRR7883025	SRR7883024	SRR7883027	SRR7883026	SRR7883030	SRR7883031	SRR7883028	SRR7883029	SRR7883034	SRR7883035	SRR7883008	SRR7883009	SRR7883002	SRR7883003	SRR7883004	SRR7883005	SRR7883010	SRR7883011	SRR7883019	SRR7883018	SRR7883021	SRR7883020	SRR7883032	SRR7883033	SRR7883036	SRR7883037
LOC110872551	0.000	0.000	0.000	0.066	0.062	0.000	0.243	0.085	0.080	0.805	0.928	0.167	0.216	0.182	0.715	0.000	0.122	0.000	0.000	0.263	0.000	0.000	0.120	0.000	0.353	0.511	1.459	0.237	0.166	0.485	0.000	0.000	0.000	0.766	0.952	0.291	0.679	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.445	0.000	0.060	0.243	0.335	0.063	1.240	0.414	1.734	0.535	0.119	0.105	1.427	0.000	0.116	0.000	0.000	2.135	0.392	1.865	1.378	1.525	1.037	0.154	0.000	0.382	0.276	0.000	0.000	0.000	0.000	0.000	0.185	0.283	0.000	0.136	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.124	0.000	0.170	0.066	0.000	0.050	0.404	0.528	0.000	0.253	0.198	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.646	0.136	0.512	0.000	0.172	0.059	0.108	1.211	0.786	1.230	0.000	0.000	0.000	3.321	1.442	2.748	0.000	0.228	0.420	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.000	0.198	0.112	0.000	0.046	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.042	0.000	0.020	0.000	0.079	0.080	0.050	0.020	0.000	0.075	0.000	0.000	0.030	0.000	0.000	0.000	0.044	0.000	0.101	0.322	0.057	0.000	0.000	0.000	0.000	0.049	0.064	0.040	0.024	0.112	0.041	0.000	0.098	0.110	0.108	0.160	0.411	0.224	0.431	0.565	0.263	0.195	0.108	0.150	0.031	0.138	0.051	0.051	0.024	0.055	0.091	0.055	0.021	0.087	0.048	0.026	0.095	0.041	0.063	0.190	0.453	0.107	0.021	0.165	0.054	0.144	0.021	0.213	0.087	0.105	0.149	0.199	0.304	0.195	1.085	0.578	1.308	0.473	0.159	0.052	0.053	0.408	3.538	3.272	1.950	4.569
LOC110873151	5.545	0.380	0.463	0.921	1.583	2.794	3.382	3.932	3.195	1.690	1.026	2.199	1.069	1.903	1.038	1.067	0.424	0.129	0.455	0.153	6.244	6.003	0.489	1.535	1745.474	2038.069	1363.213	1576.699	1838.838	1443.534	393.224	1161.630	183.069	1645.778	2079.432	2117.652	1490.380	764.883	890.742	984.656	1120.614	1629.192	1730.502	993.384	2049.735	1759.769	1651.173	1540.302	1340.402	992.236	1798.911	2043.476	418.916	1570.527	2264.309	1061.959	2529.282	3237.304	1579.363	2387.611	1.513	0.471	1.148	3.926	1.761	4.027	2.466	2.910	3.755	3.189	7.055	1.039	6.473	5.262	17.196	2.820	3.893	0.445	0.223	0.502	0.903	0.853	0.394	0.206	0.354	0.812	0.309	0.984	0.063	0.494	0.463	0.578	0.218	0.461	0.688	1.201	2.301	2.969	1.703	0.948	2.350	3.529	1.812	0.395	1.754	0.292	0.503	0.229	0.789	0.480	0.584	0.630	3.199	0.705	0.133	0.553	0.626	0.497	1.080	1.340	0.702	1.201	1.582	1.206	0.914	1.681	1.851	3.001	1.872	0.506	0.305	0.332	0.640	1.238	0.796	0.554	460.519	744.743	572.714	870.813	0.630	1561.666	2482.587	696.786	496.112	355.776	1054.958	454.109	1303.042	0.364	2.378	0.196	0.904	1.587	1.901	1.466	1.159	1.835	1.811	3.589	1.593	1.267	1.098	1.084	1.156	413.054	703.866	1129.574	674.577	576.496	548.353	323.700	405.605	318.169	313.515	572.753	276.741	1.750	2.056	0.869	1.119	2.005	1.685	4.164	5.728	1.358	2.212	1.206	1.478	419.116	767.676	778.370	1308.064	1352.582	1524.821	2.616	2.566	2.708	3.033	3.696	2.999	2.229	4.668	5.459	0.681	593.627	1129.409	2904.884	1867.535	1024.524	556.611	574.585	533.497	1739.692	1837.552	741.673	568.585	569.138	469.201	1.052	0.623	873.317	758.813	971.522	671.015	835.665	509.063	515.787	551.514	718.997	546.216	515.532	497.749	2.420	4.980	1.768	1.271	0.688	1.832	2.533	2.323	1.047	1.093	1.177	0.474	578.041	558.352	544.378	313.770
LOC110873322	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.320	0.239	0.334	0.264	0.000	2.916	0.000	0.071	0.000	0.000	0.000	0.157	0.000	0.000	0.000	0.000	0.079	0.000	0.204	0.336	0.000	0.199	0.000	0.000	0.000	0.239	0.212	0.428	0.209	0.000	0.000	0.000	0.124	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.066	0.000	0.218	1.604	0.000	0.067	0.354	0.134	0.000	0.285	0.000	0.316	0.407	0.347	0.139	0.628	0.825	0.078	0.077	0.075	0.876	0.292	0.000	0.143	1.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.163	0.000	0.150	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.066	1.926	0.214	0.258	0.000	0.086	0.000	0.000	0.000	0.000	0.166	0.000	0.087	0.000	0.091	0.000	1.564	2.669	1.435	4.989	0.091	0.182	0.000	49.462	43.270	46.010	103.425	0.289	108.909	97.225	15.774	10.458	16.209	111.280	65.875	151.871	1.126	1.344	0.471	0.085	0.491	0.713	0.734	0.455	0.913	0.800	0.480	0.426	0.809	0.755	0.864	0.340	6.775	9.496	4.155	7.566	1.443	0.499	1.249	0.752	36.119	11.095	22.593	18.297	0.852	0.543	0.264	0.439	1.053	2.027	0.954	1.233	0.700	0.155	0.207	0.879	6.280	6.814	19.838	10.769	1.665	2.532	1.407	1.653	1.031	1.468	0.615	0.739	2.204	1.128	1.171	0.058	0.614	3.885	3.060	3.214	41.603	32.617	95.074	23.804	3.210	1.153	19.486	29.418	33.154	19.755	0.970	0.543	0.555	0.810	1.058	2.701	1.523	0.535	0.322	0.764	21.175	24.243	15.998	25.942	2.197	1.433	2.656	2.808	0.827	1.007	1.393	1.260	0.762	0.563	0.511	0.800	7.788	19.648	2.071	2.834
LOC110877765	0.000	1.056	1.013	0.672	0.000	0.000	0.000	0.000	0.000	0.000	1.474	0.301	2.391	1.504	0.000	0.000	0.000	1.251	1.932	1.211	0.000	0.000	0.783	0.588	0.019	0.036	0.054	0.000	0.018	0.034	0.000	0.000	0.000	0.075	0.019	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.116	0.192	0.060	0.000	0.094	0.107	0.038	0.038	0.084	0.050	0.000	0.092	0.111	0.019	0.153	0.125	0.123	0.119	0.039	0.058	0.147	0.057	0.017	0.228	0.098	0.116	0.164	0.101	0.061	0.039	0.000	0.106	0.022	0.019	0.078	0.182	0.106	0.233	0.188	0.077	0.235	0.079	0.060	0.036	0.125	0.091	0.142	0.064	0.112	0.086	0.060	0.063	0.099	0.065	0.115	0.160	0.157	0.063	0.065	0.044	0.046	0.151	0.041	0.123	0.073	0.132	0.154	0.113	0.182	0.024	0.521	1.011	0.000	0.132	0.042	0.046	0.551	1.304	1.514	0.000	0.021	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.033	0.025	0.027	0.000	0.013	0.023	0.008	0.008	0.016	0.013	0.022	0.024	0.038	0.040	0.058	0.015	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.017	0.000	0.000	0.014	0.000	0.000	0.006	0.015	0.000	0.007	0.027	0.109	0.088	0.148	0.102	0.082	0.107	0.112	0.080	0.155	0.062	0.017	0.089	0.099	0.123	0.249	0.394	0.241	0.202	0.022	0.035	0.026	0.028	0.031	0.033	0.136	0.092	0.415	0.249	0.180	0.273	0.182	0.157	0.128	0.183	0.188	0.181	0.263	0.183	0.110	0.127	0.000	0.050	0.000	0.117	0.154	0.100	0.067	0.066	0.034	0.165	0.292	0.255	0.147	0.216
LOC118481678	0.069	0.000	0.074	0.000	0.000	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.185	0.109	0.146	0.066	0.215	0.134	0.000	0.000	0.000	0.000	0.000	0.061	0.060	0.000	0.070	0.000	0.000	0.066	0.129	0.000	0.185	0.000	0.115	0.000	0.202	0.065	0.068	0.132	0.066	0.063	0.000	0.061	0.000	0.000	0.149	0.000	0.000	0.066	0.062	0.066	0.000	0.059	0.059	0.126	0.000	0.000	0.000	0.230	0.073	0.000	0.000	0.068	0.000	0.114	0.199	0.000	0.000	0.000	0.000	0.000	0.213	0.498	0.961	0.000	0.000	0.000	0.132	0.000	0.071	0.000	0.376	0.239	0.000	0.063	0.069	0.139	0.189	0.000	0.000	0.055	0.000	0.065	0.076	0.000	0.147	0.000	0.000	0.000	0.000	0.000	0.292	0.000	0.077	0.000	0.075	0.142	0.245	0.000	0.000	0.000	0.079	0.079	0.000	0.192	0.177	0.000	0.154	0.000	0.000	0.000	0.000	0.156	0.000	0.000	0.127	0.136	0.000	0.000	0.000	0.318	0.085	0.127	0.000	0.067	0.000	0.000	0.000	0.000	0.089	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.040	0.053	0.060	0.062	0.127	0.056	0.058	0.000	0.000	0.000	0.022	0.055	0.029	0.059	0.000	0.022	0.076	0.000	0.027	0.028	0.000	0.103	0.046	0.000	0.000	0.204	0.075	0.045	0.063	0.000	0.130	0.048	0.000	0.000	0.000	0.000	0.027	0.025	0.000	0.031	0.000	0.000	0.000	0.059	0.000	0.000	0.087	0.209	0.042	0.000	0.000	0.024	0.069	0.031	0.000	0.000	0.082	0.092	0.000	0.061	0.000	0.032	0.054	0.058	0.000	0.000	0.047	0.000	0.000	0.040	0.047	0.052	0.060	0.000	0.047	0.000	0.193	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.058	0.000	0.000	0.000	0.124	0.000	0.025	0.022	0.030
LOC118479416	51.762	13.526	41.228	56.274	72.318	171.353	289.429	615.137	581.205	514.202	376.991	133.323	488.706	292.985	558.742	438.941	467.047	48.907	432.231	85.369	28.560	105.995	60.039	103.627	212.747	239.034	269.529	249.889	696.844	628.407	75.933	155.466	76.624	142.929	183.861	174.595	412.086	264.390	236.343	314.094	125.288	155.857	226.581	263.051	310.432	388.663	218.154	319.397	213.297	166.207	87.736	279.949	85.188	146.759	204.420	160.597	255.008	364.144	448.191	476.253	348.646	250.595	329.003	162.037	1108.408	935.354	878.797	546.183	392.016	462.649	996.953	234.183	1211.336	981.395	194.911	190.792	169.604	53.693	31.284	71.903	123.200	168.783	213.641	80.406	66.116	82.245	70.638	82.000	81.773	69.736	153.071	75.436	128.750	211.399	144.211	105.895	125.016	473.311	321.341	122.777	372.468	583.608	469.010	654.916	205.325	186.365	187.854	245.834	237.941	165.823	110.357	234.810	458.689	297.179	512.391	134.389	225.122	264.630	243.756	278.468	48.361	90.529	40.246	1224.832	845.912	1589.747	716.503	1182.795	1191.998	149.523	196.810	217.843	181.369	27.548	38.242	12.598	121.898	158.949	133.162	194.182	115.500	263.077	362.192	79.214	67.061	52.374	137.935	110.086	151.777	77.785	108.449	73.882	53.575	1492.706	1435.958	1446.506	1394.183	827.172	791.553	926.801	795.382	481.791	506.980	407.214	513.737	174.100	226.077	229.123	181.241	200.158	243.480	168.051	158.701	129.532	143.214	159.457	201.726	1459.578	1397.048	1294.636	1352.916	704.970	657.296	714.402	846.931	473.374	544.641	565.148	573.009	48.711	43.487	63.499	43.759	51.728	94.778	1595.603	1469.441	1688.508	1532.817	849.306	878.124	749.887	872.740	348.662	335.613	29.312	58.835	188.696	98.513	77.641	135.112	37.549	117.059	87.558	84.323	300.851	246.479	329.213	291.019	378.606	353.010	160.704	355.860	285.256	358.589	131.839	137.207	217.214	297.206	121.403	145.049	175.804	129.739	1585.470	1649.337	1655.197	1565.335	659.754	807.428	798.723	987.458	341.424	343.104	447.791	342.754	72.148	43.684	60.944	56.489
LOC110884851	8.721	16.339	12.697	17.346	11.365	16.335	13.398	17.240	17.214	17.243	13.787	14.192	18.673	19.932	10.998	10.796	15.907	12.790	6.033	8.083	7.984	9.513	10.042	12.636	43.209	31.498	27.078	31.464	26.390	25.240	39.382	47.447	31.542	39.071	48.584	44.639	26.551	44.256	46.381	38.827	31.642	31.598	31.169	23.975	25.817	21.671	44.651	28.489	42.729	46.374	38.061	35.035	39.900	39.084	43.081	36.396	47.409	45.163	31.156	33.460	20.036	23.573	24.915	28.687	35.961	37.449	33.149	28.977	32.778	33.323	18.383	19.258	21.732	21.489	14.370	13.004	14.307	17.319	16.037	15.887	17.547	18.789	17.600	17.112	16.949	17.802	16.789	13.965	16.517	18.491	17.904	20.302	22.052	21.678	21.608	23.301	18.720	15.303	15.663	15.103	12.091	12.919	12.687	13.906	21.707	15.883	16.177	10.991	13.733	11.363	16.404	15.576	17.104	19.464	18.683	17.586	15.813	15.109	14.456	16.480	8.350	11.794	7.247	13.309	12.532	13.514	9.594	13.612	15.476	31.335	14.261	13.800	16.629	27.432	33.402	24.496	25.488	23.487	25.824	38.874	12.921	32.356	39.616	28.951	34.962	27.901	32.421	32.541	30.182	26.668	28.015	16.167	21.078	6.906	6.787	5.825	5.116	5.806	6.241	6.477	5.469	6.623	4.026	5.083	5.364	12.213	10.528	10.688	9.831	22.423	19.214	15.929	22.417	18.514	17.707	16.159	16.689	6.851	7.379	8.562	7.862	9.631	7.439	8.753	8.158	4.624	7.229	5.704	7.529	10.438	9.974	8.567	10.105	15.051	11.464	9.253	6.616	5.243	6.734	7.275	8.018	6.712	7.728	6.817	5.528	15.543	14.473	16.334	17.089	22.846	20.872	25.935	22.632	13.329	15.541	17.611	24.086	21.123	21.374	5.445	5.801	10.278	8.546	8.886	11.055	21.599	20.562	21.074	21.191	22.752	18.579	17.982	17.820	8.229	7.889	6.403	7.644	3.959	7.048	9.000	8.847	5.126	6.491	5.157	2.733	5.970	6.463	6.365	8.370
LOC110881936	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.379	0.095	0.441	0.000	0.000	0.000	0.000	0.212	0.168	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.065	0.143	0.000	0.478	0.000	0.000	0.070	0.066	0.000	0.000	0.000	0.817	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.075	0.000	0.000	0.000	0.082	0.085	0.886	0.152	0.197	0.000	0.000	0.000	0.000	0.255	0.000	0.000	0.000	0.000	0.000	0.000	0.172	0.906	0.090	0.167	0.000	0.078	0.271	0.218	0.000	0.000	0.000	0.170	0.000	0.000	0.000	0.287	0.228	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.589	0.433	0.398	0.600	0.169	0.388	0.331	0.068	0.302	1.296	0.281	0.908	0.788	0.144	0.088	0.062	0.126	0.060	0.024	0.000	0.060	0.142	0.000	0.181	0.083	0.547	0.917	0.680	0.708	0.362	0.575	0.406	0.515	0.556	3.137	0.874	0.291	0.342	0.405	0.203	0.293	0.173	0.298	0.116	0.197	0.256	0.190	0.122	0.133	0.000	0.000	0.268	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.243	0.131	0.000	0.104	0.029	0.092	0.000	0.049	0.000	0.678	0.350	0.213	0.000	0.000	0.064	0.049	0.000	0.000	0.000	0.000	0.177	0.711	0.207	0.557	0.293	0.562	0.000	0.000	0.000	0.062	0.063	0.000	0.523	0.000	0.024	1.390
LOC110885224	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.070	0.296	0.069	0.067	0.000	0.000	0.166	0.442	0.074	0.291	0.141	0.069	0.060	0.130	0.078	0.000	0.000	0.000	0.000	0.074	0.000	0.069	0.206	0.075	0.076	0.167	0.000	0.070	0.000	0.070	0.223	0.149	0.066	0.264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	566.870	0.000	1.640	27.094	84.619	115.060	37.378	88.089	132.449	116.571	51.766	0.979	33.991	47.506	13.885	14.417	21.612	24.159	14.424	41.227	387.692	440.923	19.852	33.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC110886572	0.398	0.070	0.256	0.594	0.557	0.159	0.468	44.712	21.981	88.400	11.017	0.358	11.131	0.312	78.952	67.417	25.018	2.066	34.150	0.844	0.304	0.249	0.155	3.568	1130.895	1291.561	747.140	621.358	1186.886	1213.215	197.774	412.197	188.923	640.461	781.049	784.840	1185.090	626.796	465.979	1007.291	286.761	399.037	554.463	1034.816	1688.295	1551.367	777.565	1175.476	1060.020	847.258	540.758	889.478	247.147	685.210	636.811	461.993	1001.145	1163.024	1636.327	1547.886	311.239	302.652	138.103	61.797	47.380	38.425	35.800	22.383	12.467	24.314	49.029	129.188	41.433	34.226	14.431	18.098	14.002	0.000	0.000	0.079	2.997	8.156	323.745	41.100	21.628	16.578	3.330	3.558	3.255	13.431	0.732	0.240	0.482	446.104	5.072	2.364	4.711	51.886	51.273	18.629	188.984	165.556	98.674	298.573	108.402	247.911	106.785	74.100	56.749	59.015	9.687	33.476	71.797	349.471	641.321	308.883	395.379	35.165	41.447	37.962	2.886	8.073	2.488	68.058	66.559	83.690	57.626	57.050	62.959	13.710	815.678	885.781	643.577	16.534	15.473	1.915	111.440	214.562	138.766	247.815	673.493	387.032	309.252	525.196	250.598	117.681	523.398	400.119	556.108	5.240	13.839	452.946	302.972	485.777	464.223	517.289	477.948	199.337	153.176	240.304	177.028	331.115	353.532	252.077	228.754	1318.610	1275.916	1126.879	1068.652	767.953	920.284	846.514	846.779	525.135	539.251	594.807	642.749	388.971	367.799	379.227	349.169	169.639	178.808	183.137	225.416	319.709	221.651	307.244	307.352	455.254	488.536	531.650	445.879	548.470	729.483	354.433	378.772	451.549	422.451	80.487	73.227	151.346	87.572	134.648	74.645	324.089	279.904	379.972	353.425	199.800	335.355	154.651	257.304	637.437	684.972	678.380	538.024	712.693	690.619	144.488	98.880	632.366	1238.760	704.269	989.240	558.731	571.602	560.667	762.753	267.094	513.262	447.875	379.618	283.059	378.358	330.201	468.968	119.062	157.045	117.120	73.862	131.027	122.287	110.649	92.029	627.650	278.408	475.154	450.275
LOC110890809	4.298	0.607	2.631	1.799	2.760	1.222	0.826	4.586	4.639	6.284	3.172	0.620	2.680	2.403	5.531	3.763	7.530	4.529	3.034	1.870	1.901	2.799	1.489	0.900	3.061	1.054	0.139	3.156	0.411	0.334	0.473	0.078	1.398	3.942	3.536	3.098	0.420	9.147	4.300	1.415	5.390	9.143	4.615	5.570	1.105	2.193	1.124	0.276	0.612	4.702	2.558	4.644	14.828	6.629	8.053	5.749	4.420	2.212	0.718	0.393	7.711	9.259	7.845	5.266	1.621	1.539	1.593	3.800	3.700	2.870	3.951	7.085	2.638	2.872	9.622	8.865	12.049	1.027	0.634	0.306	0.612	0.083	7.898	0.660	2.943	2.910	2.056	1.049	1.801	2.256	0.635	1.155	0.232	9.194	0.896	0.285	1.533	1.416	1.598	0.674	4.227	3.925	1.468	2.695	5.459	4.279	1.532	2.118	1.345	2.816	9.596	12.342	6.344	9.905	7.111	9.943	6.539	8.379	9.205	10.378	2.352	3.248	3.994	2.399	2.110	2.149	1.630	4.140	1.214	2.336	10.225	15.052	11.301	8.951	10.469	3.099	5.761	5.045	6.017	5.386	13.512	4.665	10.571	5.436	5.020	3.074	9.152	4.372	5.163	4.736	5.887	14.113	10.165	0.451	0.415	0.804	0.706	0.877	0.620	1.204	0.880	0.515	1.024	0.893	0.176	0.550	0.305	1.985	0.526	1.088	0.737	0.402	0.435	0.709	0.686	0.376	0.316	0.363	0.674	0.981	0.681	1.424	1.098	0.986	1.073	2.074	0.482	1.125	1.333	1.307	0.794	0.452	0.833	0.154	0.103	0.485	1.709	1.332	1.056	3.939	1.598	2.278	4.042	3.026	1.693	0.201	0.293	2.315	0.856	2.038	1.346	1.606	0.683	0.225	0.238	0.715	0.721	0.388	0.449	2.891	2.247	1.200	1.073	1.402	1.330	1.234	0.641	0.565	1.045	1.465	2.023	1.832	1.849	0.737	2.469	0.915	1.984	5.254	3.319	2.640	1.889	1.772	2.071	1.585	0.781	1.042	0.992	0.946	1.044
LOC110890906	0.990	0.152	0.741	0.251	0.267	0.125	0.138	1.381	0.414	0.212	0.672	0.649	1.934	0.554	0.710	0.340	0.601	0.197	0.265	0.216	0.554	0.377	0.229	0.469	183.933	191.444	78.378	165.315	42.400	86.466	0.807	1.922	2.762	51.651	21.644	29.488	1.061	3.041	4.120	5.597	0.930	1.857	2.303	1.609	1.839	1.631	3.136	134.569	6.028	10.162	60.022	153.914	38.555	44.047	84.112	47.165	233.005	162.357	4.622	147.698	4.794	2.822	3.345	1.861	0.960	0.812	0.766	1.095	1.361	0.464	0.183	1.511	0.443	0.364	1.642	1.815	1.764	0.340	0.114	0.485	0.716	0.525	1.411	1.036	1.097	1.320	1.061	0.888	0.328	0.770	0.245	0.268	0.380	1.250	0.333	0.437	0.464	1.177	1.427	1.035	3.462	2.746	1.977	2.776	1.807	3.600	1.584	0.667	2.014	1.677	3.184	2.578	1.656	2.741	1.805	2.564	1.530	1.860	1.740	1.657	0.000	0.121	0.200	1.053	1.030	0.880	0.018	0.193	0.160	0.864	0.233	0.203	0.311	0.347	0.463	0.347	2.395	2.709	3.710	3.326	0.795	2.153	3.928	140.897	99.321	76.131	226.386	160.841	211.018	0.445	0.988	0.811	0.700	0.450	0.462	0.430	0.385	1.008	0.649	0.725	0.541	0.698	0.529	0.366	0.601	100.248	112.838	130.670	85.324	127.336	177.068	117.450	98.166	106.590	110.435	131.248	114.674	0.318	0.311	0.212	0.395	1.081	0.991	1.485	1.071	0.592	0.527	0.647	0.422	66.560	76.067	60.537	80.234	108.033	157.740	0.869	0.994	1.827	1.310	1.366	1.238	0.546	0.668	1.029	0.693	70.891	106.507	238.231	134.126	106.741	80.967	67.921	77.579	126.112	112.685	164.317	114.013	123.811	106.644	0.447	0.324	115.417	149.627	151.932	154.171	125.124	114.774	96.332	131.821	99.994	128.816	128.036	118.759	1.157	1.251	1.014	0.495	1.751	1.146	1.978	2.014	0.658	0.689	1.122	0.461	139.303	98.576	118.553	117.035
