ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	contrast	ontology
GO:0051213	dioxygenase activity	9/322	82/11349	0.000505678683199445	0.0216719435656905	0.0180219320177847	AT3G11180/AT3G45140/AT1G15550/AT1G05010/AT1G55020/AT5G39890/AT4G32810/AT3G21420/AT1G52790	9	492:flood	MF
GO:0046983	protein dimerization activity	21/322	352/11349	0.00108096228423498	0.037720813594462	0.0313678344627631	AT4G20970/AT3G02310/AT5G59790/AT2G38310/AT1G77120/AT3G28857/AT2G28160/AT3G47640/AT5G48670/AT3G56970/AT3G57390/AT2G22750/AT2G40330/AT5G60440/AT4G24220/AT5G15290/AT3G30530/AT5G54160/AT4G35160/AT3G21330/AT4G14540	21	492:flood	MF
GO:0097573	glutathione oxidoreductase activity	5/322	29/11349	0.00120834224381048	0.037720813594462	0.0313678344627631	AT3G62950/AT5G18600/AT3G62930/AT2G47880/AT1G03020	5	492:flood	MF
GO:0015318	inorganic molecular entity transmembrane transporter activity	20/322	332/11349	0.00125736045314873	0.037720813594462	0.0313678344627631	AT2G26975/AT1G31260/AT4G01470/AT4G13420/AT5G50200/AT3G43660/AT1G08090/AT2G38940/AT5G14570/AT2G40540/AT3G07520/AT1G62280/AT1G73190/AT5G48410/AT4G18910/AT4G01010/AT3G58060/AT1G80830/AT4G00370/AT5G59520	20	492:flood	MF
GO:0005618	cell wall	23/360	327/12953	4.33235450507323e-05	0.00328983141311009	0.00308205258701892	AT1G17860/AT4G16260/AT5G14650/AT4G19810/AT1G75750/AT5G05340/AT2G34790/AT5G59320/AT5G64120/AT5G44400/AT3G22060/AT2G38540/AT1G03220/AT5G52640/AT3G54420/AT3G51550/AT5G15290/AT5G66390/AT3G12580/AT5G47550/AT1G04040/AT4G08950/AT3G01190	23	492:flood	CC
GO:0030312	external encapsulating structure	23/360	336/12953	6.57966282622017e-05	0.00328983141311009	0.00308205258701892	AT1G17860/AT4G16260/AT5G14650/AT4G19810/AT1G75750/AT5G05340/AT2G34790/AT5G59320/AT5G64120/AT5G44400/AT3G22060/AT2G38540/AT1G03220/AT5G52640/AT3G54420/AT3G51550/AT5G15290/AT5G66390/AT3G12580/AT5G47550/AT1G04040/AT4G08950/AT3G01190	23	492:flood	CC
GO:0099503	secretory vesicle	10/360	100/12953	0.000455756484075321	0.0151918828025107	0.0142323954676153	AT1G17860/AT4G16260/AT4G19810/AT5G64120/AT5G34850/AT3G22060/AT2G38540/AT1G03220/AT4G11650/AT1G55265	10	492:flood	CC
GO:0009705	plant-type vacuole membrane	8/360	80/12953	0.00167124312562354	0.0417810781405884	0.0391422732053934	AT4G00910/AT2G38310/AT5G13930/AT1G08090/AT5G14570/AT1G73190/AT5G61350/AT3G58060	8	492:flood	CC
GO:0015979	photosynthesis	124/4854	164/11210	2.46652395702801e-17	5.09337197126283e-14	4.31511875429531e-14	AT3G08940/AT2G20890/AT1G06680/AT1G12000/AT3G61470/AT1G67740/AT2G30570/AT3G54050/AT2G46820/AT1G55480/AT3G27925/AT3G50820/AT2G39470/AT4G25910/AT3G55800/AT1G76560/AT4G27800/AT1G14150/AT2G34430/AT3G15850/AT3G54890/AT3G63540/AT2G45290/AT3G04790/AT4G04850/AT1G55670/AT5G54270/AT1G15980/AT3G47470/AT5G57050/AT1G76450/AT4G15510/AT2G05620/AT5G44650/AT1G54780/AT3G08010/AT3G49720/AT1G45474/AT2G01918/AT3G16250/AT1G54130/AT3G15095/AT4G09650/AT1G43670/AT1G27730/AT4G01800/AT1G60950/AT1G15820/AT1G75540/AT4G30950/AT4G02530/AT4G01050/AT4G10340/AT1G61520/AT1G67090/AT4G05180/AT3G05410/AT2G34860/AT1G70760/AT1G68830/AT2G28605/AT3G58830/AT2G21170/AT1G55370/AT3G11670/AT5G35220/AT1G32060/AT5G52100/AT4G03280/AT1G56190/AT3G60370/AT2G45770/AT5G15802/AT1G64860/AT1G20950/AT4G20190/AT5G49740/AT5G01920/AT1G02910/AT4G04640/AT1G61800/AT3G55250/AT1G29930/AT1G20020/AT1G42970/AT1G68890/AT2G40300/AT1G22700/AT1G09530/AT3G61320/AT4G04020/AT5G61410/AT1G71500/AT1G12900/AT4G23890/AT1G64150/AT5G11450/AT1G03600/AT2G18790/AT3G01500/AT4G35250/AT5G02120/AT1G64770/AT1G05385/AT2G05100/AT4G22890/AT5G08720/AT4G00630/AT1G54500/AT1G73060/AT5G64040/AT5G52520/AT1G19150/AT1G08380/AT3G22690/AT1G75690/AT3G55330/AT1G18730/AT1G32070/AT3G01440/AT1G79040/AT1G77090/AT4G02260/AT3G56650	124	797:d14	BP
GO:0019684	photosynthesis, light reaction	84/4854	109/11210	5.6891870718614e-13	5.8740856516969e-10	4.97654153338613e-10	AT3G08940/AT2G20890/AT1G06680/AT3G61470/AT1G67740/AT2G30570/AT3G54050/AT2G46820/AT1G55480/AT3G27925/AT3G50820/AT4G25910/AT4G27800/AT1G14150/AT2G34430/AT3G15850/AT3G54890/AT1G55670/AT5G54270/AT1G15980/AT3G47470/AT5G57050/AT4G15510/AT2G05620/AT5G44650/AT1G54780/AT3G08010/AT1G45474/AT2G01918/AT3G16250/AT3G15095/AT4G09650/AT1G60950/AT1G15820/AT4G30950/AT4G02530/AT4G01050/AT4G10340/AT1G61520/AT4G05180/AT2G34860/AT1G70760/AT1G68830/AT1G55370/AT3G11670/AT5G35220/AT5G52100/AT4G03280/AT3G60370/AT2G45770/AT4G20190/AT5G49740/AT5G01920/AT1G02910/AT4G04640/AT3G55250/AT1G29930/AT1G68890/AT1G22700/AT1G09530/AT3G61320/AT4G04020/AT1G71500/AT4G23890/AT1G64150/AT1G03600/AT4G35250/AT5G02120/AT1G64770/AT1G05385/AT2G05100/AT4G22890/AT5G08720/AT1G54500/AT1G73060/AT5G64040/AT1G19150/AT1G08380/AT3G22690/AT1G75690/AT1G18730/AT1G32070/AT3G01440/AT1G79040	84	797:d14	BP
GO:0019748	secondary metabolic process	129/4854	190/11210	4.72123164156176e-12	3.24978111327501e-09	2.75322350465812e-09	AT4G02520/AT4G22680/AT1G32640/AT4G01070/AT5G44070/AT1G32100/AT4G32980/AT2G29420/AT3G09270/AT2G30490/AT5G66690/AT1G05850/AT4G37990/AT2G37040/AT5G60020/AT4G33790/AT3G55580/AT5G51990/AT2G38470/AT4G12910/AT2G35450/AT3G03190/AT1G68320/AT3G56400/AT1G61810/AT3G11430/AT5G05980/AT5G05340/AT5G54160/AT4G31500/AT3G45640/AT4G31940/AT5G62470/AT2G38080/AT5G20230/AT4G39950/AT1G52340/AT4G30210/AT1G04770/AT3G12900/AT4G39410/AT5G13930/AT5G58860/AT4G37750/AT5G65640/AT3G12203/AT3G11980/AT5G41040/AT5G07350/AT1G59870/AT3G19820/AT5G13420/AT4G38620/AT4G34050/AT2G03440/AT3G52430/AT3G23590/AT3G12220/AT2G22420/AT2G41480/AT1G78380/AT3G24503/AT1G18590/AT4G36220/AT1G28680/AT1G17840/AT3G13220/AT3G53480/AT1G73280/AT1G17180/AT1G74100/AT5G15210/AT5G23190/AT5G48100/AT2G02390/AT3G11670/AT2G37360/AT3G26744/AT3G13610/AT4G27260/AT1G64670/AT2G22980/AT4G12350/AT2G43090/AT1G33540/AT2G44450/AT5G41210/AT4G37260/AT5G13580/AT1G65060/AT4G13430/AT1G04880/AT5G03260/AT4G37970/AT4G39940/AT3G26790/AT1G24100/AT1G73300/AT5G36890/AT5G05170/AT4G34100/AT1G10370/AT4G23690/AT2G46770/AT1G61590/AT5G45580/AT4G09820/AT5G44210/AT3G19450/AT2G22840/AT5G48930/AT4G39230/AT1G16490/AT1G68360/AT3G10450/AT1G33800/AT5G64120/AT2G02540/AT2G47730/AT2G02930/AT5G54680/AT4G30550/AT1G80360/AT4G39330/AT5G04760/AT5G05260/AT3G21240/AT2G43000/AT1G24625	129	797:d14	BP
GO:0071554	cell wall organization or biogenesis	196/4854	317/11210	1.33358496102636e-11	6.88463236129861e-09	5.83267948743636e-09	AT4G22680/AT1G32640/AT1G48100/AT5G44070/AT3G03050/AT1G27930/AT5G13870/AT2G39700/AT1G07410/AT1G13980/AT3G05620/AT1G05850/AT2G21140/AT5G04885/AT1G01050/AT3G25140/AT4G20170/AT5G20950/AT5G60920/AT2G39770/AT1G32170/AT3G55990/AT1G12260/AT5G53370/AT5G23870/AT2G33120/AT1G69530/AT1G68560/AT3G07970/AT2G28760/AT2G40320/AT5G62360/AT4G07960/AT1G10070/AT5G02010/AT4G31500/AT1G21310/AT1G55850/AT1G02730/AT2G38080/AT5G65590/AT5G22940/AT1G79620/AT4G24910/AT5G16490/AT4G39950/AT2G18950/AT2G18840/AT4G14130/AT3G05910/AT1G58370/AT2G22125/AT2G26330/AT2G40610/AT3G49720/AT5G15630/AT2G03090/AT5G47820/AT1G75500/AT5G41040/AT1G59870/AT3G13870/AT3G12500/AT3G14310/AT4G32410/AT2G37090/AT2G36710/AT2G36570/AT3G19820/AT5G64740/AT2G20370/AT4G02320/AT4G02330/AT1G02640/AT2G38320/AT5G06700/AT5G03170/AT5G64570/AT5G46330/AT3G54420/AT1G51630/AT1G53840/AT2G41480/AT5G19730/AT2G26440/AT4G33220/AT5G65730/AT3G02570/AT1G78580/AT5G54690/AT5G26670/AT5G67210/AT5G42080/AT3G06550/AT3G16060/AT1G15690/AT3G61130/AT2G06850/AT1G23200/AT3G08840/AT1G05310/AT5G02260/AT1G70370/AT3G49880/AT1G73140/AT2G04780/AT2G21610/AT1G70710/AT1G27600/AT1G14720/AT4G34660/AT4G34980/AT5G15290/AT5G49360/AT4G00730/AT2G28110/AT2G36870/AT5G01360/AT3G02230/AT3G62720/AT4G19420/AT3G16630/AT4G12350/AT2G45220/AT5G62220/AT1G79500/AT2G40190/AT5G67230/AT1G62760/AT2G25300/AT3G23730/AT5G56320/AT5G06610/AT5G66460/AT3G03220/AT5G65270/AT5G15740/AT3G28180/AT4G37800/AT1G24100/AT4G03210/AT5G09760/AT3G50410/AT3G57630/AT2G03820/AT4G36890/AT2G32540/AT4G36160/AT5G17310/AT2G31220/AT5G62880/AT4G17220/AT2G32620/AT5G05170/AT1G01200/AT1G30620/AT3G46440/AT1G78060/AT4G28250/AT3G26370/AT1G28240/AT4G26690/AT5G19390/AT2G20520/AT3G01640/AT2G46770/AT3G45970/AT2G41850/AT1G10550/AT5G15650/AT1G17950/AT4G17880/AT3G08500/AT1G09610/AT2G14620/AT1G16490/AT1G31420/AT4G23990/AT5G53340/AT4G24000/AT1G33800/AT3G07330/AT3G18660/AT2G32530/AT4G33820/AT1G30800/AT4G25810/AT5G17420/AT4G39010/AT1G78240/AT1G66810/AT1G19300/AT4G26850/AT5G03540/AT1G11545/AT5G03280	196	797:d14	BP
GO:1901615	organic hydroxy compound metabolic process	143/4854	222/11210	1.31054341826159e-10	5.41254431742037e-08	4.58552244452792e-08	AT1G02860/AT4G22756/AT2G19800/AT5G01410/AT1G05850/AT2G36800/AT1G05470/AT4G12110/AT1G65930/AT4G35650/AT5G10170/AT2G29390/AT2G37040/AT3G50440/AT2G23620/AT3G10870/AT4G13040/AT3G07270/AT3G22200/AT5G04490/AT3G09830/AT5G05690/AT5G54160/AT4G25800/AT1G22100/AT5G62470/AT1G74470/AT5G60540/AT1G08110/AT2G43840/AT2G43820/AT1G76490/AT1G52340/AT2G18950/AT5G26920/AT3G06350/AT2G41010/AT2G17570/AT3G23410/AT5G15070/AT3G11980/AT5G42750/AT5G62570/AT5G50375/AT3G19820/AT3G07020/AT1G43710/AT1G58440/AT2G29630/AT4G38620/AT3G19270/AT5G53970/AT1G11755/AT2G03440/AT3G52430/AT5G36110/AT2G24300/AT3G14440/AT1G16540/AT5G24530/AT1G64970/AT1G05630/AT2G04240/AT1G50430/AT5G48100/AT5G14400/AT2G38050/AT2G02390/AT2G21170/AT1G78620/AT1G02205/AT3G26744/AT1G64670/AT4G10490/AT5G47110/AT1G14520/AT1G54570/AT4G37760/AT1G06570/AT5G06580/AT5G51110/AT5G53580/AT1G18870/AT3G55440/AT3G02580/AT1G29690/AT1G02880/AT5G57580/AT1G67080/AT5G38970/AT3G26790/AT1G80460/AT1G30100/AT5G40770/AT5G54770/AT1G78570/AT4G34640/AT1G22940/AT3G50660/AT4G36380/AT4G21534/AT5G61760/AT3G51970/AT3G02870/AT5G13710/AT2G26710/AT5G16760/AT1G11680/AT5G49970/AT4G05090/AT4G23690/AT3G01640/AT3G30180/AT5G58770/AT2G18790/AT4G09820/AT1G20330/AT1G74340/AT1G73805/AT2G16530/AT2G42850/AT2G27150/AT1G67280/AT5G54080/AT2G05710/AT1G12740/AT4G19230/AT1G06130/AT4G17600/AT4G10500/AT4G26260/AT1G04010/AT1G28380/AT3G63410/AT2G45400/AT1G20050/AT4G15440/AT2G29090/AT1G07380/AT5G57800/AT5G04760/AT5G23670/AT2G47460	143	797:d14	BP
GO:0010817	regulation of hormone levels	113/4854	168/11210	2.43745335298507e-10	8.38890195652361e-08	7.10710082923015e-08	AT3G13980/AT1G12110/AT3G08510/AT1G31770/AT5G43270/AT5G14090/AT2G38120/AT4G33090/AT1G13980/AT1G48410/AT5G06300/AT1G73590/AT3G63440/AT2G36800/AT2G37210/AT3G10870/AT2G33860/AT1G70940/AT1G69160/AT1G68710/AT4G38430/AT5G56750/AT4G10090/AT5G05690/AT5G05730/AT1G25220/AT5G54160/AT5G11790/AT4G31500/AT5G57090/AT4G39950/AT5G13750/AT1G44350/AT5G13930/AT4G37750/AT3G28860/AT5G42750/AT1G75500/AT1G59870/AT4G28720/AT2G36910/AT2G23260/AT3G19820/AT4G30960/AT5G25620/AT4G05530/AT1G48910/AT3G62150/AT3G51670/AT1G10030/AT5G19530/AT1G17140/AT1G14130/AT1G76520/AT1G78100/AT4G02450/AT2G01420/AT3G15380/AT3G14370/AT5G47750/AT4G13750/AT3G53480/AT1G51760/AT4G13260/AT1G15690/AT1G50430/AT3G05290/AT5G14400/AT4G35190/AT2G38050/AT5G56970/AT1G71090/AT4G09160/AT5G02130/AT1G31880/AT4G37650/AT1G08980/AT1G14350/AT1G08410/AT3G02580/AT5G65980/AT5G38790/AT3G02260/AT5G38970/AT4G35160/AT1G78570/AT1G68460/AT3G50660/AT4G36380/AT4G24670/AT1G28230/AT2G26710/AT5G54140/AT3G30180/AT5G14420/AT1G17500/AT4G33800/AT5G21482/AT5G11950/AT1G12740/AT3G63110/AT3G63420/AT1G54200/AT1G75450/AT3G46110/AT2G31190/AT2G34650/AT2G45400/AT5G16530/AT1G80360/AT1G32070/AT5G03540/AT5G03280	113	797:d14	BP
GO:0010035	response to inorganic substance	267/4854	472/11210	2.26858852385773e-09	6.69233614538031e-07	5.66976560398729e-07	AT1G02860/AT4G02520/AT1G12110/AT4G22790/AT4G11850/AT4G24120/AT1G32450/AT1G32540/AT1G32640/AT4G10250/AT3G22490/AT2G46370/AT2G20890/AT5G44070/AT1G32230/AT1G31770/AT4G33010/AT5G58070/AT3G05640/AT5G12170/AT1G69600/AT3G18490/AT3G23020/AT1G09340/AT4G15680/AT4G34890/AT5G27600/AT1G05850/AT1G65930/AT3G50980/AT1G70520/AT5G53550/AT3G56240/AT1G48130/AT2G37040/AT1G53540/AT5G17920/AT3G01910/AT3G54770/AT2G39770/AT4G00430/AT2G41430/AT1G62660/AT2G38470/AT1G69270/AT2G33860/AT1G27320/AT2G18960/AT1G22990/AT5G39040/AT1G68560/AT2G33590/AT2G33700/AT4G35090/AT3G56400/AT4G36020/AT5G37370/AT1G75270/AT3G11130/AT3G10985/AT1G68090/AT4G27780/AT4G39090/AT2G36270/AT4G31940/AT4G26555/AT4G32551/AT5G62470/AT1G02730/AT4G03260/AT3G49260/AT3G45140/AT1G70170/AT4G26150/AT4G08500/AT5G39000/AT5G57050/AT4G39950/AT1G52340/AT2G26560/AT3G23920/AT2G39450/AT2G21620/AT5G26920/AT2G05620/AT1G48030/AT3G12900/AT2G22125/AT3G51380/AT4G20260/AT5G44650/AT5G13750/AT2G41010/AT1G08720/AT2G15620/AT4G39410/AT5G40010/AT3G17800/AT1G47128/AT1G45249/AT1G74910/AT1G62400/AT4G24730/AT1G16060/AT1G15520/AT1G59870/AT1G15360/AT5G25610/AT4G30960/AT5G25620/AT1G34190/AT4G28610/AT1G27730/AT5G37780/AT3G63060/AT4G14300/AT5G59320/AT5G64250/AT2G46800/AT4G14880/AT5G26340/AT3G23250/AT1G58440/AT5G26240/AT5G35750/AT2G21490/AT1G11755/AT5G35630/AT1G54100/AT5G56550/AT1G78380/AT2G26150/AT2G06050/AT1G22770/AT5G57410/AT5G65730/AT4G37790/AT5G59550/AT1G78080/AT3G14440/AT1G78850/AT3G02570/AT4G34000/AT3G20660/AT3G05700/AT3G05500/AT5G58270/AT5G13030/AT5G06530/AT3G12810/AT4G23810/AT1G15690/AT1G12480/AT1G54050/AT1G12820/AT5G24270/AT2G37430/AT5G48100/AT2G29130/AT1G13740/AT1G70670/AT5G66880/AT5G38710/AT2G01980/AT5G37670/AT5G38990/AT1G02205/AT5G22890/AT2G41680/AT5G35220/AT2G37330/AT3G13610/AT1G52890/AT1G56190/AT2G47800/AT1G64670/AT5G47120/AT3G12490/AT2G46680/AT5G64940/AT5G14570/AT5G24090/AT3G55440/AT1G14350/AT4G33950/AT3G03740/AT1G08810/AT1G19490/AT5G19790/AT2G37170/AT2G17820/AT1G02820/AT1G21750/AT5G55120/AT1G05260/AT1G30100/AT5G63160/AT2G14610/AT1G77120/AT1G08860/AT5G40770/AT2G32520/AT3G50310/AT5G67300/AT3G14110/AT2G40300/AT2G17420/AT5G63310/AT1G56280/AT3G52150/AT5G58940/AT3G12630/AT5G01820/AT1G01470/AT4G39260/AT3G63520/AT1G52760/AT2G37770/AT5G23060/AT4G34220/AT4G34100/AT3G60320/AT1G10370/AT1G56560/AT1G68010/AT5G14420/AT1G13440/AT3G06590/AT3G48670/AT1G32080/AT3G14930/AT4G20940/AT1G64660/AT1G73260/AT1G51400/AT3G29320/AT1G17950/AT1G18390/AT2G28190/AT4G14030/AT3G59780/AT3G24500/AT3G20250/AT5G12020/AT2G18170/AT3G07720/AT2G05100/AT5G10720/AT1G32560/AT5G59310/AT1G54160/AT3G04290/AT1G03020/AT2G30580/AT2G47520/AT4G02280/AT1G30270/AT3G46970/AT3G12750/AT2G35930/AT5G06760/AT3G46200/AT1G08490/AT5G24030/AT5G65020/AT1G44170/AT4G27410	267	797:d14	BP
GO:0044282	small molecule catabolic process	115/4854	177/11210	4.0170589229452e-09	1.03690333448523e-06	8.78467359201963e-07	AT1G32470/AT5G65940/AT2G19800/AT1G03090/AT4G33010/AT2G36310/AT2G26800/AT1G05470/AT1G79440/AT2G37040/AT3G45300/AT1G70580/AT1G06550/AT3G22200/AT5G42250/AT4G16760/AT3G47340/AT5G58660/AT1G50940/AT5G09300/AT1G08110/AT1G22430/AT4G39950/AT3G48990/AT2G43400/AT5G65640/AT5G15140/AT5G18170/AT3G10050/AT2G20340/AT1G02400/AT2G20860/AT1G05620/AT3G19270/AT5G53970/AT1G72330/AT2G14170/AT4G37930/AT1G09780/AT5G47720/AT4G34030/AT3G51840/AT5G24530/AT1G05630/AT4G16210/AT4G29010/AT3G05290/AT3G58750/AT2G22780/AT1G32780/AT5G38710/AT5G24760/AT2G02390/AT1G67550/AT2G21170/AT5G18860/AT4G10490/AT3G06860/AT1G14520/AT3G02360/AT1G06570/AT5G06580/AT1G65520/AT2G40000/AT5G53580/AT3G55440/AT4G13930/AT1G55510/AT5G17330/AT1G11860/AT1G80460/AT1G77120/AT2G01350/AT1G30040/AT1G68890/AT4G08900/AT5G61410/AT3G02870/AT3G16170/AT5G62530/AT4G05090/AT5G36160/AT1G06290/AT1G64710/AT2G16530/AT1G64660/AT2G26230/AT2G33150/AT4G33150/AT2G19570/AT1G67280/AT5G54080/AT4G26910/AT4G35220/AT4G19230/AT1G06130/AT4G16800/AT5G46180/AT4G14440/AT4G31810/AT1G01710/AT4G10500/AT4G26260/AT5G43430/AT2G29090/AT5G57655/AT1G80360/AT5G07440/AT5G65110/AT5G42890/AT3G08590/AT1G21400/AT5G26780/AT2G16790/AT3G60510	115	797:d14	BP
GO:0005976	polysaccharide metabolic process	167/4854	277/11210	6.49018417701482e-09	1.42293557525015e-06	1.20551493618746e-06	AT3G03050/AT1G27930/AT5G13870/AT3G05620/AT5G49720/AT5G13000/AT1G05850/AT5G04885/AT1G01050/AT3G25140/AT5G20950/AT3G47000/AT5G60920/AT3G55140/AT2G39770/AT3G55800/AT1G32170/AT3G55990/AT5G53370/AT5G04360/AT5G63180/AT1G14020/AT1G26810/AT1G68560/AT3G07970/AT2G28760/AT2G40320/AT1G55850/AT4G32551/AT3G15480/AT4G24780/AT5G63470/AT1G02730/AT5G65590/AT5G22940/AT4G24910/AT2G18840/AT4G14130/AT1G78880/AT3G23920/AT3G52180/AT5G04310/AT4G13710/AT4G09020/AT3G50760/AT1G58370/AT2G22125/AT2G22900/AT3G59480/AT2G28315/AT3G49720/AT5G39790/AT5G15630/AT3G01180/AT1G70090/AT4G10260/AT5G41040/AT3G16000/AT3G14310/AT4G32410/AT2G37090/AT2G36710/AT5G64740/AT1G43670/AT2G20370/AT4G02320/AT4G02330/AT1G02640/AT3G62660/AT2G38650/AT2G38320/AT5G06700/AT5G64570/AT1G51630/AT1G53840/AT5G19730/AT2G26440/AT4G33220/AT5G65730/AT4G36870/AT5G48300/AT5G54690/AT5G67210/AT3G06550/AT1G15690/AT3G61130/AT2G06850/AT1G23200/AT1G05310/AT5G22510/AT1G73140/AT2G21610/AT1G27600/AT3G55760/AT1G14720/AT5G49360/AT2G28110/AT2G41680/AT2G36870/AT3G53190/AT5G03420/AT5G01360/AT3G62720/AT2G45220/AT5G62220/AT1G79500/AT5G67230/AT1G42430/AT3G23730/AT5G06610/AT5G51820/AT1G66430/AT5G15740/AT4G37800/AT1G13250/AT4G03210/AT1G68050/AT5G09760/AT5G64860/AT4G36890/AT2G32540/AT5G17310/AT5G62880/AT5G36890/AT2G32620/AT5G05170/AT5G47780/AT1G30620/AT1G05610/AT3G46440/AT1G78060/AT3G26370/AT1G28240/AT4G26690/AT2G41850/AT1G10550/AT3G29320/AT4G15210/AT1G16860/AT1G09610/AT2G14620/AT5G19220/AT1G31420/AT4G23990/AT3G22190/AT4G24000/AT1G27070/AT1G33800/AT5G51830/AT3G18660/AT4G02280/AT3G46970/AT1G32900/AT2G32530/AT4G33820/AT2G39930/AT4G25810/AT5G17420/AT5G17520/AT1G78240/AT1G27680/AT1G19300/AT1G67750/AT3G01090/AT1G11545/AT1G11720/AT3G10940	167	797:d14	BP
GO:0044283	small molecule biosynthetic process	262/4854	466/11210	7.08660080281405e-09	1.42293557525015e-06	1.20551493618746e-06	AT1G02860/AT4G22680/AT2G45790/AT2G32720/AT3G12120/AT1G19250/AT4G32980/AT3G47390/AT5G59770/AT3G54050/AT3G55610/AT5G01410/AT4G03560/AT2G30490/AT1G76690/AT2G26800/AT1G09795/AT2G28630/AT2G13810/AT5G37600/AT5G18930/AT5G10170/AT4G25420/AT2G37040/AT5G17920/AT1G08250/AT5G05580/AT3G29200/AT2G39770/AT4G19010/AT3G55800/AT5G52810/AT5G52920/AT1G60550/AT3G07270/AT3G63250/AT1G68320/AT3G22200/AT2G31810/AT5G04490/AT1G20510/AT3G09830/AT3G15850/AT5G05730/AT1G25220/AT1G10070/AT1G54580/AT4G16760/AT4G31500/AT3G47340/AT4G25800/AT5G08740/AT1G15780/AT1G22100/AT5G62470/AT1G74470/AT5G60540/AT3G45140/AT1G08510/AT4G13840/AT4G39950/AT1G52340/AT2G18950/AT2G26560/AT4G33680/AT5G26920/AT2G43710/AT3G06350/AT2G17570/AT3G10230/AT5G13930/AT2G26250/AT5G65640/AT5G15070/AT3G11980/AT4G17650/AT2G26540/AT4G36830/AT5G25900/AT4G19710/AT2G46760/AT5G53850/AT1G74910/AT5G62570/AT3G48560/AT4G25050/AT1G16060/AT5G07350/AT1G79900/AT3G10050/AT2G26300/AT1G22410/AT1G43670/AT1G17420/AT5G11540/AT2G20370/AT4G02780/AT1G02400/AT2G20860/AT2G36690/AT3G06470/AT4G14880/AT3G22400/AT5G64370/AT2G29630/AT1G56430/AT1G15550/AT5G53970/AT1G78510/AT5G48220/AT1G11755/AT1G49430/AT2G03440/AT3G52430/AT5G35630/AT4G30950/AT2G24300/AT2G06050/AT1G36160/AT4G37930/AT3G01120/AT1G25450/AT3G14440/AT5G38020/AT1G16540/AT1G55020/AT1G64970/AT5G10480/AT4G29010/AT1G14810/AT5G23190/AT3G55870/AT1G23360/AT1G68530/AT2G41040/AT2G21170/AT5G57850/AT1G78620/AT1G19640/AT3G11945/AT3G11670/AT3G26744/AT2G26640/AT5G52100/AT1G56190/AT1G64670/AT4G38970/AT4G23850/AT2G22910/AT4G12350/AT2G43090/AT5G47110/AT5G12200/AT5G28840/AT5G66120/AT1G08980/AT5G38530/AT1G04020/AT1G79500/AT1G06570/AT2G37250/AT5G04530/AT5G34930/AT5G51110/AT5G53580/AT1G18870/AT1G74040/AT3G55440/AT4G33950/AT4G13430/AT2G43360/AT3G23820/AT4G13930/AT1G66430/AT2G21330/AT4G35640/AT1G02880/AT5G57580/AT4G11640/AT5G55120/AT1G67080/AT3G26790/AT1G30100/AT2G22250/AT5G10920/AT5G40770/AT4G26530/AT3G28910/AT1G30040/AT3G17810/AT1G29900/AT5G54770/AT1G48850/AT3G14110/AT1G74960/AT1G68890/AT1G19440/AT1G22940/AT2G01140/AT4G34200/AT4G24670/AT5G43850/AT4G21534/AT4G33510/AT5G61760/AT4G20960/AT3G60880/AT1G79460/AT5G64300/AT3G02870/AT1G30620/AT3G16170/AT5G16760/AT5G58770/AT1G13440/AT4G37770/AT1G62640/AT1G73805/AT2G16530/AT1G64660/AT5G15650/AT3G58610/AT2G27150/AT4G05160/AT3G23940/AT2G33150/AT4G33150/AT5G04140/AT5G57590/AT4G39120/AT2G16280/AT5G21060/AT1G32440/AT4G17600/AT5G46180/AT1G17745/AT2G35500/AT5G51830/AT4G26260/AT4G21070/AT3G63410/AT1G30520/AT3G61440/AT4G21200/AT5G28237/AT1G07380/AT4G30440/AT1G80360/AT1G31860/AT5G04760/AT5G23670/AT5G05280/AT4G26850/AT2G43000/AT4G37870/AT5G26780/AT1G11790/AT4G29840/AT2G20690/AT5G27200/AT2G36460/AT4G27030	262	797:d14	BP
