gene_id	module_number	module_color	gene_name	subfamily	chromosome	protein_ids	kME_23	kME_2	kME_6	kME_20	kME_25	kME_17	kME_8	kME_21	kME_13	kME_5	kME_11	kME_7	kME_12	kME_3	kME_16	kME_14	kME_10	kME_19	kME_9	kME_0	kME_24	kME_26	kME_15	kME_22	kME_4	kME_1	kME_18	drought.GS_drought	drought.GS_pval_drought	cold.GS_cold	cold.GS_pval_cold	salt.GS_salt	salt.GS_pval_salt	control.GS_control	control.GS_pval_control	heat.GS_heat	heat.GS_pval_heat
LOC110938010	0	grey	probable aquaporin SIP2-1	SIP	Ha4	XP_022036172.1	-0.107584556073504	0.00124314274228236	-0.204002220728662	-0.368687349155211	-0.188771041996403	-0.271439773091621	-0.229913198854248	-0.115299735079497	-0.28040536300616	0.0780829758705159	0.156075709930621	-0.0772307611279721	0.0349735504994295	-0.0462959226242952	0.129853692976203	-0.0649979432980547	-0.126205050020718	-0.166883407620582	0.183682366286008	0.27411560450151	0.172263537406086	0.223602235686607	0.0965455676752634	0.132931563130119	0.0437178915448723	0.0949793463246706	-0.0947641285756528	-0.126015932317088	0.438446987861021	-0.242060599868363	0.132359903265569	0.322614080121772	0.0423222907047192	0.0915723541070924	0.574134831559399	-0.0520481071824715	0.749757536699598
LOC110939970	0	grey	aquaporin TIP1-3	TIP	Ha5	XP_022037229.1	-0.00893972444364722	-0.394815447399385	0.0659986125136696	0.318620720017586	0.0133125982836512	0.386843332306852	0.425915657477427	0.268565396490047	0.304650234047448	-0.0201643285774103	0.0720597568983389	-0.247408496242846	-0.376229553041014	-0.0328987271221605	-0.243180225261744	-0.178560654078497	0.131789516212859	0.399720780052282	-0.363258137666169	-0.477023838655501	-0.34942484932336	-0.14206710230315	0.171867852139257	0.0831885121527087	0.28645269087173	0.382967207806045	0.592262433715462	0.58004820431787	8.74795111236006e-05	0.120161017859795	0.460181014809503	-0.525347135208771	0.000499904274051183	-0.104010885886642	0.523018747065851	-0.145522248852924	0.370273412306188
LOC110941540	1	turquoise	aquaporin NIP6-1	NIP	Ha5	XP_022038870.1	-0.707710538854047	-0.594904278602451	-0.588562067017441	-0.748197049099551	-0.39245184441547	-0.528259476511381	-0.100419351064207	-0.243969985292526	0.109211164468588	0.110337284841397	0.506774063349783	-0.70039832894597	-0.278846648172667	-0.168922491331113	0.236567152323256	-0.565302876620654	-0.0972138923847035	-0.0657636976673255	0.204684681990115	0.265393102303497	0.26203560345618	0.361708923603862	0.699190541440457	0.754460697907271	0.589524990672634	0.692106996879245	0.468840564261512	0.54534922998024	0.000273607120626577	-0.716205128471217	2.03361835385593e-07	0.267669470790474	0.0949521371796067	0.113088530460953	0.487187879290178	-0.398163994621608	0.0109420570916923
LOC110864409	4	yellow	aquaporin PIP1-1	PIP	Ha6	XP_021969156.1;XP_021969157.1	-0.452536770040029	-0.406014376111035	-0.697805695115738	-0.484312600928397	-0.246184808832617	-0.303151307813893	-0.38047331621841	-0.522264995301021	-0.212308813368864	-0.230774971394585	0.230179988854578	-0.300332134169726	0.000844842142755537	0.211701000659652	0.305544131409815	0.112011992868224	0.401017132082652	0.3472055740217	0.00507760385606428	-0.0761176589956713	0.678268470972379	0.589823918495072	0.221608567215374	0.595475719433995	0.578597303553381	0.343226415610893	0.261992172636393	0.0483343913397858	0.767097873791597	-0.739882699022002	4.89270456548684e-08	-0.0722936552737986	0.657543345103953	0.168625305445572	0.298277883356591	0.321785763084017	0.0428850859262288
LOC110872387	9	magenta	probable aquaporin NIP5-1	NIP	Ha6	XP_021976874.1	0.0109007060148671	0.306129856006531	0.222506022151392	-0.0262720286241297	0.430850493460093	-0.607128658795377	-0.0809435509429398	-0.0770763975395832	0.159007517632395	0.269728838427784	-0.0963921354819817	-0.0606130296832014	0.340669339288054	-0.255905396734728	0.20761183812077	-0.218140861170058	-0.274916898617983	-0.655534064074804	0.744213850722342	0.681473856955274	-0.173826161296716	-0.278148380812942	0.472931538527628	0.0665805403386984	-0.363548699350419	-0.218458119478072	-0.0382263870531101	-0.162190458482753	0.317361124555648	0.145286701522006	0.371056849135484	0.57055554365103	0.000121033483617504	0.318172343174652	0.0454116402159429	-0.546428237133906	0.000264567650267488
LOC110865440	1	turquoise	probable aquaporin SIP2-1	SIP	Ha6	XP_021970374.1	-0.213376429500274	-0.570301956522926	-0.406733194241803	-0.447915129431626	-0.484043761929055	-0.00352313572048306	-0.0139175231953424	-0.205899307904127	-0.184370291748002	-0.0685299699734261	0.358785713729075	-0.406107073102226	-0.394804827167344	0.0434584889934186	0.0550102852844607	-0.509050513616574	-0.179435927355643	0.215455578161642	-0.244189385342358	-0.207730332542909	0.296595277712956	0.411995069016313	0.260438725583562	0.197195761314098	0.585426020230608	0.616740992652708	0.418966446971225	0.441955208090953	0.00430126887881796	-0.285603675470727	0.0740255688890351	-0.0111169748923896	0.945720022634035	-0.309103638432675	0.0522855220834804	-0.0860617718561078	0.597482680125061
LOC110889695	11	greenyellow	probable aquaporin PIP2-5	PIP	Ha7	XP_021992949.1	-0.187501421450432	-0.470998484698771	-0.0997881591657872	-0.502325250399958	-0.638762868341411	0.153259600767848	0.54728611186668	0.129445796795632	0.300248897268327	0.517147477013021	0.894749001852002	-0.893536532117615	-0.866448302867159	-0.532119934797087	-0.493777245385708	-0.610232071100183	-0.496207630042769	-0.0189312420463904	-0.366114118041128	-0.114832712586368	0.0983357994357964	0.646894754277494	0.180009537703067	0.195601957505805	0.407984182574905	0.865280669676418	0.612905573649457	0.777267588297582	3.67241559017825e-09	-0.151696476026928	0.350090971190403	-0.148973326946308	0.358908415278477	-0.136090618427859	0.40240978877675	-0.46224451328584	0.00267420416861908
LOC110866810	3	brown	aquaporin PIP2-4	PIP	Ha7	XP_021971649.1	-0.0133897721912358	-0.292346714581558	-0.212375084984603	0.394110948423388	0.114766907652789	0.17886260491268	-0.218425292629444	-0.193638459811918	-0.0465105188338681	-0.692295302853453	-0.611605733050183	0.510773799309233	0.298163945675428	0.672764633084955	0.343859284714738	0.189584353136662	0.530067329248083	0.573990464937183	-0.234371731886534	-0.529607795631974	-0.13665414408027	-0.521233555115432	0.0164765939835838	-0.0585650599859801	0.266809035223537	-0.164241224170599	0.131151194341939	-0.0937137150247067	0.565175422678319	0.0516880585036806	0.751433547930315	-0.309546433011503	0.0519315581607114	-0.20273573940109	0.209612446363022	0.413835257576577	0.00794243719799008
LOC110868334	6	red	aquaporin PIP2-1	PIP	Ha7	XP_021973154.1	0.511579647027611	0.639654396406774	0.609757342034067	0.756263693310787	0.759191377356433	0.202500483417836	0.193631384701448	0.275074008906618	0.239480672832634	0.160769262556225	-0.345476607541825	0.345622676490562	0.321884110678312	-0.132374078738209	-0.254054443014184	0.609128433998364	0.218166838822637	-0.123921414381762	0.181526355645339	0.0353347611025791	-0.385576114848751	-0.393209894546357	-0.315928358159163	-0.369487125621594	-0.638217464423718	-0.604888530549836	-0.156603097679765	-0.366120344713848	0.0201553260267254	0.494036649327342	0.0011956571099656	-0.242572000221467	0.131519092009566	0.398193023399458	0.0109357132927636	0.0515183773991882	0.752223797122105
LOC110868335	2	blue	aquaporin PIP2-4	PIP	Ha7	XP_021973155.1	0.618059924218546	0.696431522626074	0.702177850355461	0.652440574054437	0.635835851269621	0.240296956184583	0.340185095563365	0.323640856939485	0.305754145405843	0.375658429234389	-0.121596242620302	0.183761623857278	0.148260533027806	-0.329476054857355	-0.443373183025914	0.515176528166485	-0.00559150190173756	-0.259352303964496	0.144113147687818	0.0907796279222221	-0.302214789806337	-0.170720021291236	-0.386757946098071	-0.473261655663204	-0.698559401918077	-0.511439828620794	-0.159253252871812	-0.302533351567989	0.0577688281391579	0.567377808719821	0.000134631746403077	-0.190089638574635	0.240051036503977	0.369392508764705	0.01898603597069	-0.0740952010327485	0.649551899182542
