kME	gene_id	is_aquaporin	module
0.933093945100258	LOC110908640	FALSE	red
0.93297093526873	LOC110920152	FALSE	red
0.931682522888184	LOC110875444	FALSE	red
0.930012771694842	LOC110895091	FALSE	red
0.929927760971639	LOC110927283	FALSE	red
0.928172205028826	LOC110869068	FALSE	red
0.927354732466207	LOC110926692	FALSE	red
0.925266453521501	LOC110923086	FALSE	red
0.924413114660661	LOC110884671	FALSE	red
0.923872942955007	LOC110920674	FALSE	red
0.947569059067985	LOC110886437	FALSE	blue
0.94597156952778	LOC110865001	FALSE	blue
0.940771783309744	LOC110873207	FALSE	blue
0.9405582847191	LOC110908744	FALSE	blue
0.938852665617413	LOC110864497	FALSE	blue
0.938035757961921	LOC110895513	FALSE	blue
0.936585210778987	LOC110912896	FALSE	blue
0.931879629364093	LOC110879642	FALSE	blue
0.931557175866868	LOC110911596	FALSE	blue
0.930454484291398	LOC110865516	FALSE	blue
0.929849581880398	LOC110895793	FALSE	blue
0.929342544130656	LOC110937893	FALSE	blue
0.928473097308941	LOC110936724	FALSE	blue
0.927355217053198	LOC110881990	FALSE	blue
0.926166102382098	LOC110928984	FALSE	blue
0.925210377479653	LOC110944424	FALSE	blue
0.924952433592833	LOC110864893	FALSE	blue
0.924154461136792	LOC110888080	FALSE	blue
0.922649905767558	LOC110904420	FALSE	blue
0.922467132990063	LOC110877767	FALSE	blue
0.93704925197758	LOC110937973	FALSE	royalblue
0.934055663868383	LOC110878680	FALSE	royalblue
0.929210124236974	LOC110942822	FALSE	royalblue
0.927267416941569	LOC110930195	FALSE	royalblue
0.922284085595571	LOC110942510	FALSE	royalblue
0.917499957668652	LOC110942808	FALSE	royalblue
0.904228624879794	LOC110940773	FALSE	royalblue
0.903640266086379	LOC110941600	FALSE	royalblue
0.902639850838561	LOC110929342	FALSE	royalblue
0.900795923812001	LOC110915595	FALSE	royalblue
0.899141930622985	LOC110893694	FALSE	royalblue
0.898406959322478	LOC110885306	FALSE	royalblue
0.898374472227139	LOC110942861	FALSE	royalblue
0.895683244258826	LOC110941603	FALSE	royalblue
0.895515647934937	LOC110885341	FALSE	royalblue
0.895045760516249	LOC110942358	FALSE	royalblue
0.891739472615865	LOC110921195	FALSE	royalblue
0.890402392118378	LOC110871568	FALSE	royalblue
0.888785769572638	LOC110878319	FALSE	royalblue
0.885108104232871	LOC110910252	FALSE	royalblue
0.976323266881038	LOC110890288	FALSE	pink
0.974837859733264	LOC110918363	FALSE	pink
0.95815924779652	LOC110885672	FALSE	pink
0.956639436600184	LOC110929673	FALSE	pink
0.955032119314659	LOC110920974	FALSE	pink
0.954563245252153	LOC110909913	FALSE	pink
0.954005161291258	LOC110895599	FALSE	pink
0.95320997610069	LOC118480454	FALSE	pink
0.953131451230291	LOC110885430	FALSE	pink
0.952970607190604	LOC110900930	FALSE	pink
0.951611184246955	LOC110915359	FALSE	pink
0.951200919076972	LOC110940734	FALSE	pink
0.950136929067023	LOC110878908	FALSE	pink
0.950108385998898	LOC110918678	FALSE	pink
0.949235708185059	LOC110878661	FALSE	pink
0.948152394209302	LOC110903910	FALSE	pink
0.947775042727991	LOC110914553	FALSE	pink
0.947302054481025	LOC110877960	FALSE	pink
0.945510843925902	LOC110890269	FALSE	pink
0.944934352900463	LOC110904173	FALSE	pink
0.943057674938439	LOC110873776	FALSE	lightyellow
0.941073725986281	LOC110937757	FALSE	lightyellow
0.928833286718511	LOC110889003	FALSE	lightyellow
